,20140101_N,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,class
7603,7301.76,7883.6,7407.67,7883.6,1777.91,1286.88,475.01599999999996,7152.96,5429.89,7298.62,4821.44,3063.86,4136.97,3347.71,6912.47,2178.24,1019.12,1450.91,1448.85,7389.27,7115.35,2321.44,5779.93,1857.69,478.871,2697.38,7185.67,3236.1,forest
10206,5548.98,6839.31,6330.01,5707.03,5474.41,5548.44,5756.35,6133.74,6175.47,773.311,6823.11,6839.31,3454.22,5318.13,2508.45,6369.91,2723.78,2495.51,3960.95,4701.27,1929.43,2345.87,1763.88,2431.79,730.567,1197.03,6706.15,877.529,grass
6798,767.085,7264.34,7264.34,704.203,7022.42,1254.82,375.952,414.009,772.0319999999999,6696.48,4818.05,625.3340000000001,394.281,898.953,719.943,734.954,3781.32,1334.68,3779.21,6139.44,6375.11,371.51099999999997,6826.68,432.0,104.50399999999999,492.645,5507.72,448.705,forest
6118,550.894,8009.63,7463.84,2468.12,8009.63,6392.02,506.93699999999995,2746.92,624.88,798.554,1712.24,512.139,271.297,1860.69,353.89599999999996,987.6460000000001,508.966,1595.48,2195.0,7472.2,1308.28,363.009,3118.16,291.308,3007.77,330.561,6751.75,618.429,forest
5174,508.985,7928.9,7641.74,1412.25,1866.99,7928.9,349.055,553.495,419.26099999999997,7493.29,2695.55,3040.71,350.76,4537.09,353.95099999999996,914.0980000000001,383.68800000000005,2723.51,961.495,7272.73,7191.47,267.754,652.602,379.668,566.674,294.524,6609.4,496.92900000000003,forest
985,919.306,7406.74,3693.65,5156.8,4723.35,3410.58,4962.7,4567.35,5091.82,6305.71,5300.64,7272.0,3653.68,7406.74,2874.71,1801.54,4960.75,900.047,893.755,6561.22,3687.73,3093.21,1958.36,1657.82,3129.43,5084.16,7033.44,2057.3,forest
2004,672.92,8127.53,7746.93,8127.53,8026.09,7877.85,7885.39,7907.22,818.43,1336.17,7922.26,7956.64,1960.6,4000.19,5354.09,6690.72,3852.75,1173.14,1327.73,7893.6,3758.23,3865.6,962.065,1237.67,5993.65,4911.82,8014.08,6269.69,forest
1715,469.98699999999997,7647.9,7074.03,6396.75,1106.75,5273.78,3902.71,5288.38,5037.17,5056.79,5767.08,6713.06,395.121,6913.68,1571.69,7647.9,7169.81,683.3639999999999,4659.02,7363.83,5221.33,2624.22,4210.68,4843.68,723.877,3618.88,5783.93,5686.96,forest
2672,508.57,7952.83,5259.92,7952.83,7934.7,7364.19,3714.09,7016.2,3012.68,5571.27,4822.56,6371.99,1710.2,3845.54,3737.06,6438.81,3817.48,477.31699999999995,4202.46,7720.52,841.755,3348.09,4416.51,4777.23,732.373,6245.6,6027.35,740.691,forest
7345,660.6569999999999,7842.71,7032.01,553.685,7842.71,5858.69,388.156,2433.58,972.4119999999999,5475.21,3545.74,418.892,373.38,678.6439999999999,496.26800000000003,734.209,693.956,1443.53,3306.3,3179.25,6356.57,229.907,5912.2,287.52,361.371,489.778,5324.5,457.35900000000004,forest
3854,1536.84,8196.84,7769.02,7854.92,4226.64,7768.54,288.37,3027.2,5386.88,535.656,884.7130000000001,8196.84,3604.73,1245.0,278.005,2437.26,661.1239999999999,2533.29,6269.22,5701.71,7312.21,1547.42,2553.79,1756.41,5290.98,330.53,7747.47,621.998,forest
8982,4493.62,7753.86,5891.31,2589.78,4397.38,5618.19,553.575,3465.36,1524.55,7269.87,459.596,2139.75,545.09,2969.33,480.32800000000003,2067.96,3139.25,875.15,3538.33,2121.33,1964.43,5130.51,4401.48,476.269,1416.23,627.609,7753.86,695.687,farm
5947,668.461,7985.84,7977.59,7895.07,6742.49,7985.84,7660.76,7718.64,1844.31,7967.27,4973.71,7837.14,1856.27,965.995,936.013,1327.26,305.9,4681.86,627.569,7332.4,6755.93,739.578,6562.15,488.25,7810.52,663.495,7471.65,884.081,forest
8355,399.121,2279.74,1881.51,848.867,539.145,796.4910000000001,794.23,695.4989999999999,800.216,1252.48,1335.83,587.116,520.807,1210.03,1414.22,2279.74,1340.15,422.44,1031.92,1277.63,1245.8,856.952,1239.51,399.57599999999996,612.3330000000001,702.33,1839.39,2007.56,impervious
420,1455.43,8219.28,7587.94,1280.75,5584.45,3724.49,760.659,1024.27,7524.24,4152.24,6653.46,7042.33,1365.94,1767.28,1048.12,8219.28,845.0310000000001,899.7819999999999,3465.23,7576.44,2415.66,7810.84,450.233,4159.61,6917.55,958.752,7523.34,994.7760000000001,forest
3249,6920.79,8177.88,4287.38,7524.06,1109.43,6904.76,6818.15,7248.96,3640.04,7442.06,5558.82,7369.56,691.291,4094.46,5683.54,8177.88,719.936,1612.47,956.0369999999999,7983.49,5134.45,1859.06,280.48900000000003,6505.74,4996.32,5279.09,6986.36,6567.82,forest
3574,4705.83,8332.15,2938.62,8089.75,8332.15,5750.7,351.702,1130.93,5838.38,7843.28,1205.9,4518.46,1481.96,2655.25,1514.26,1452.15,870.8480000000001,1714.18,4136.24,1403.72,4338.98,690.388,4810.78,2942.38,4589.61,821.6610000000001,7488.83,901.8660000000001,forest
1989,5521.0,7901.81,6623.69,7901.81,7338.05,6941.98,7563.54,7817.23,2581.1,5548.93,3968.0,7476.17,663.422,7802.76,6433.99,2018.19,993.502,1494.48,1800.04,7510.76,2879.55,3650.02,469.908,890.341,905.132,7203.9,7631.03,2714.58,forest
7389,6395.26,8122.35,8122.35,8027.63,473.251,5805.62,1658.64,7710.44,2859.93,2734.18,1220.51,7908.42,1754.59,2691.92,5881.6,3869.33,855.2539999999999,914.159,6247.36,5450.49,3128.26,6134.76,1216.77,7105.36,325.915,2047.17,7709.73,491.25,forest
9491,2559.93,7655.99,7054.09,2659.57,1899.72,3188.86,868.6489999999999,4613.69,5850.41,7655.99,854.7280000000001,6273.15,589.34,1875.95,2023.37,2471.21,2563.08,826.832,3138.8,3053.71,5051.29,3162.39,1110.89,1533.53,5944.57,513.1709999999999,3623.87,2635.97,farm
6332,7570.45,7570.45,1597.76,1378.26,6051.37,4105.81,705.967,3569.92,6284.56,5459.15,6328.0,6476.32,3236.63,453.48900000000003,2427.81,762.8539999999999,416.836,3520.4,2238.99,709.7510000000001,3083.17,471.43699999999995,5270.84,429.881,5805.02,3420.07,5558.94,3428.31,forest
8372,735.586,7740.69,3018.1,2618.49,2499.53,3032.31,613.191,7120.72,7345.36,7740.69,4118.21,4281.52,1999.72,2986.31,5708.3,3798.47,7193.64,1208.46,2115.23,6257.9,5156.72,6660.61,4230.49,1661.98,1675.8,2132.36,3841.62,2261.57,farm
6229,4201.64,7956.98,5739.92,7321.45,7956.98,6112.84,3495.44,7941.7,673.3,5977.56,6676.93,7847.67,5092.38,716.725,1525.8,711.3589999999999,657.993,4017.45,1670.11,7781.96,3306.47,4332.64,1030.52,502.325,1948.61,1920.45,7403.44,1304.73,forest
5112,451.059,7791.86,7791.86,3545.49,7791.06,5944.87,464.07300000000004,7319.26,1720.67,7611.63,398.217,2927.16,3126.15,1192.75,502.865,494.459,701.47,827.67,2269.29,1954.58,6296.96,406.035,742.043,559.326,669.179,557.936,6608.7,527.669,forest
862,1393.93,7155.03,6859.64,5905.86,2990.44,4958.73,5024.59,5196.16,3238.29,6072.06,6985.49,7066.32,1989.8,5587.86,2841.09,6838.91,5847.88,378.025,4330.24,7155.03,3543.71,1770.96,4723.32,1683.48,5305.71,6008.88,5476.01,4142.48,forest
9121,6639.76,7466.42,7466.42,413.162,5761.0,5625.45,489.403,3923.84,3097.11,6766.42,2829.13,6742.57,879.812,5276.29,592.313,950.125,5509.46,1970.85,3628.95,801.184,927.115,4704.14,6378.42,340.949,2695.57,527.268,4736.75,601.8430000000001,orchard
158,2330.25,3328.02,1385.09,238.791,-606.823,-627.229,493.999,-1017.91,433.059,1769.5,1285.57,1576.53,388.397,1381.93,971.997,71.6211,482.225,1751.28,3328.02,2801.74,2692.01,1383.19,292.563,533.372,1082.99,333.147,1514.45,1197.98,water
6942,717.441,7989.18,812.5139999999999,7652.59,7989.18,7533.57,274.513,7103.32,4213.96,5317.74,1553.04,2439.36,904.062,1817.26,415.62199999999996,1110.93,459.228,1734.87,1742.45,583.258,1150.32,352.809,1626.46,304.70599999999996,3810.25,1508.63,6315.85,688.914,forest
2999,600.996,7684.9,7531.79,7071.03,1752.58,6312.14,6522.69,5177.31,1598.89,6829.4,7037.4,7095.43,5048.79,1342.45,6574.02,6090.51,3358.5,528.862,2400.65,7684.9,1076.64,3084.84,535.761,624.585,1496.85,5442.92,6141.74,6388.01,forest
7943,840.8330000000001,1124.3,1124.3,724.14,317.79,966.829,740.7410000000001,422.55699999999996,625.144,620.155,489.457,573.4,316.818,696.6460000000001,-12.3454,763.9689999999999,530.028,432.11,490.56,387.43800000000005,520.856,313.143,586.6569999999999,420.162,299.324,246.852,341.106,331.656,impervious
34,7630.15,7630.15,6728.54,6961.64,3623.73,7013.48,4484.08,6734.79,6427.08,4685.03,7301.79,7028.09,6600.8,1506.29,1599.44,1747.41,433.056,1424.15,5483.01,6798.69,5392.76,4551.69,4384.11,1736.59,2579.34,867.909,6994.44,5492.14,water
9192,618.4730000000001,7706.93,2329.84,4633.4,4766.14,4199.05,1331.63,6761.34,6353.17,4681.21,4271.61,1527.94,1511.57,1931.82,2433.68,4312.69,1512.32,912.2080000000001,5583.7,5683.87,5070.9,4448.78,3858.34,2066.73,1479.93,352.509,7706.93,466.131,farm
2201,1038.43,8351.97,1501.88,7926.06,7812.62,6741.78,7172.67,7608.76,714.934,7833.66,5712.59,8091.25,2657.71,8351.97,6444.67,1819.66,3207.34,585.369,4997.49,8199.68,7138.03,2182.14,1681.08,3065.81,6735.06,5740.4,7766.88,2272.45,forest
1843,679.945,8081.76,7849.05,7791.93,7012.64,7101.25,6208.27,6637.6,4462.11,4218.03,7041.61,6975.11,1836.51,3504.0,1948.26,8079.17,1232.99,503.157,2396.07,8081.76,562.179,4613.86,1117.53,5202.4,1329.66,1423.1,6811.78,2016.17,forest
7462,2572.36,7821.21,7640.93,7673.32,7581.91,7692.55,605.193,5266.82,7254.47,1300.06,7821.21,7700.23,5926.58,3985.71,5961.38,335.195,7818.9,1164.77,2240.78,7753.49,2820.68,6409.0,6682.45,4141.05,4041.03,1525.83,7393.7,7230.38,forest
9187,1289.71,7663.12,6193.97,4505.96,4396.77,3840.41,1198.24,6972.31,5955.02,7663.12,5779.06,1820.96,1914.54,2209.25,2277.23,4305.16,2577.62,913.61,5413.6,5383.53,4655.25,5431.11,4595.12,1785.82,2196.8,362.07099999999997,7333.66,637.915,farm
5587,6608.87,7575.87,7252.57,6793.51,846.112,1105.25,586.553,1420.79,7369.61,6250.0,3884.58,6708.74,6709.48,462.78,4571.83,888.12,927.255,2870.17,4688.48,7575.87,653.139,1271.04,3889.76,6557.94,467.691,2337.86,6532.19,3759.38,forest
5630,552.859,8277.11,698.7139999999999,7934.78,8277.11,8069.96,403.30800000000005,6313.53,3310.49,6814.95,1800.19,5661.56,438.64300000000003,825.2739999999999,520.086,925.293,574.595,1980.62,1318.59,729.1469999999999,1278.14,307.04200000000003,6426.8,357.209,943.663,2013.89,6980.31,678.438,forest
8911,3584.79,7261.26,7261.26,857.5139999999999,6712.57,6968.49,781.803,3827.12,154.79399999999998,5204.66,2398.42,4773.44,399.35900000000004,1854.85,920.438,535.221,667.317,3049.1,3869.6,758.072,6611.91,7056.35,5979.16,309.062,3268.97,555.655,4831.33,747.828,farm
9713,441.026,7299.63,1948.36,1788.18,110.868,1925.89,1339.56,1937.02,3442.28,643.806,3143.31,4673.08,779.836,5439.33,715.9810000000001,2302.5,6054.44,631.689,811.9060000000001,6688.67,5210.08,5229.62,462.546,373.435,2508.17,395.75800000000004,7299.63,6372.31,grass
1761,1282.42,8149.41,6211.05,8111.43,7928.88,6867.57,1892.76,3450.69,5399.9,6855.75,5639.6,7302.52,819.5160000000001,5538.64,7275.08,3114.18,1351.71,497.76800000000003,4127.41,8149.41,6782.33,4229.69,3570.26,696.428,1349.35,6682.47,7337.07,5435.48,forest
7012,406.338,7903.42,7579.53,978.6569999999999,7558.43,5572.93,271.67,1106.69,408.402,7551.02,782.669,349.035,565.744,1294.6,315.541,930.8560000000001,301.948,1189.85,1238.06,1235.29,905.39,7903.42,1187.02,207.965,2098.47,321.211,7109.58,344.282,forest
3912,1084.37,7907.71,5143.48,7528.76,725.42,6968.72,554.95,6140.17,7486.61,4834.92,7907.71,3534.51,7853.13,6890.03,584.279,2804.49,2994.82,1600.23,5086.28,6623.38,3328.04,2100.91,638.813,1407.24,4484.98,312.515,7476.84,7798.82,forest
2692,1767.13,7951.73,5981.27,7917.25,7487.28,5817.3,1823.64,1845.42,4545.46,6785.17,4495.37,3843.55,854.4169999999999,6640.78,7017.48,7951.73,3296.03,596.92,3328.13,7140.53,5588.43,3166.82,3113.91,4593.91,1830.02,5927.15,6268.28,3420.51,forest
788,874.075,8499.46,8054.12,7822.42,5530.34,2999.29,6597.13,6919.12,2443.27,1043.73,8034.3,8198.79,6466.01,8499.46,673.447,2396.75,7778.28,1099.52,1863.61,1355.04,582.86,2786.29,1262.54,1361.66,7216.31,7785.04,7932.74,7437.82,forest
706,3185.04,8379.13,7975.9,7611.18,7710.87,6325.62,6208.03,6593.82,6655.03,5183.21,7347.47,7794.33,5222.63,8379.13,1058.43,3313.64,7682.29,651.616,4510.25,8226.33,200.155,2237.49,3179.16,1558.26,3505.39,6503.22,5136.98,745.294,forest
1438,753.5,8026.13,7212.15,7441.44,5656.28,7024.79,1101.97,3253.46,7023.57,7733.89,7621.41,7473.52,509.241,894.4730000000001,1869.91,2780.37,7483.02,824.817,5236.98,8026.13,6783.13,1191.98,5074.12,4669.47,435.16,6154.76,6949.42,862.791,forest
8783,3503.95,7527.3,5543.57,1278.52,1349.01,3109.71,5008.97,7418.02,7103.27,7527.3,1724.23,4856.56,1303.65,2549.19,5422.97,1812.18,221.855,1167.17,5304.16,5772.17,5552.58,2019.69,3656.26,1030.67,4844.72,1454.11,6716.5,2209.53,farm
8134,467.191,1063.44,430.837,226.438,362.845,-171.856,912.7280000000001,306.888,544.4490000000001,396.897,514.501,63.782,556.148,964.426,863.2280000000001,973.6139999999999,735.408,734.6210000000001,1063.44,845.21,947.2539999999999,342.37699999999995,1006.56,403.815,376.65,282.599,198.46900000000002,764.71,impervious
577,564.793,7833.92,7833.92,6706.48,580.256,1597.11,343.77,4151.75,1273.8,928.804,2677.19,2538.53,411.961,1037.5,572.339,2018.01,2334.19,2162.23,6786.11,841.194,5224.77,6611.77,535.998,1501.89,282.712,293.35900000000004,5772.94,761.387,forest
7967,407.27,4079.67,3311.71,2700.77,733.668,2852.96,2449.39,2819.78,2621.68,2659.73,937.437,2788.13,752.31,2648.12,1122.01,4079.67,3377.86,629.535,647.53,525.207,2333.8,3136.11,1391.26,481.829,619.649,434.129,3653.59,709.558,impervious
6152,1372.96,7806.94,7806.94,599.2040000000001,4981.83,7007.89,472.276,646.9830000000001,648.106,2594.01,1450.69,163.132,499.577,1511.61,421.75199999999995,1395.6,439.716,1383.11,1854.1,499.906,5840.02,865.4119999999999,5257.71,333.68300000000005,2815.44,444.355,6714.63,366.01800000000003,forest
5050,2096.32,8136.15,7289.17,2088.05,2130.47,3307.02,506.879,7115.99,944.952,8105.0,6754.91,8136.15,5587.21,607.1659999999999,2948.75,752.438,662.283,3366.95,3532.81,2508.7,442.349,2839.0,1166.68,746.528,437.74199999999996,1455.5,7661.25,1546.96,forest
2235,669.2539999999999,7365.74,6393.86,3838.93,593.635,4117.6,3374.07,4035.28,2673.39,4869.65,5983.71,6531.69,477.01800000000003,967.183,5060.73,6450.38,4452.37,897.35,5641.06,7365.74,6276.68,1972.83,3294.16,3068.8,530.927,3869.96,4748.46,3633.97,forest
9820,3992.57,6200.51,5742.0,4347.56,1107.98,4474.61,639.187,6200.51,5388.66,555.344,1076.71,908.0169999999999,716.3580000000001,4147.83,755.64,1789.83,2767.77,1280.9,3695.54,4399.61,4248.41,3470.21,4101.85,239.329,504.945,642.516,5966.25,417.355,farm
9860,3151.39,7286.03,3556.07,4668.37,256.187,4315.98,2755.07,7168.92,7286.03,1928.27,6152.85,1709.84,598.49,3295.0,1542.13,1173.47,206.02200000000002,1131.42,3318.96,5982.49,5309.22,5292.66,4076.89,2935.81,2335.62,1666.8,7182.41,525.109,farm
1408,1445.28,7915.61,3206.48,7877.11,5629.19,7209.94,7301.73,7533.45,658.0880000000001,7907.36,5303.17,7806.04,3008.45,7787.44,4572.25,5184.98,1334.16,591.637,1081.99,2080.03,2372.17,2915.99,2834.82,3206.88,7717.66,7781.99,7915.61,6099.11,forest
2116,731.54,7783.46,7068.53,5296.37,2965.7,5595.02,2142.39,5569.94,6337.97,6311.95,7051.81,7340.31,500.39300000000003,523.841,2182.11,4801.08,7531.82,521.0,4580.16,7783.46,6503.53,2526.1,4192.48,5069.8,802.888,4472.41,6617.12,989.597,forest
6779,1302.36,8313.8,1149.55,7931.49,8313.8,8283.6,227.882,7970.74,7679.57,1918.25,3206.09,4562.75,2357.63,1261.74,446.336,1357.93,691.307,1795.0,1980.28,869.2139999999999,3862.25,335.154,710.2639999999999,325.547,6277.89,2950.88,7191.73,602.4019999999999,forest
3708,565.595,7954.64,3908.31,1018.37,6798.11,7651.72,406.171,7873.61,4578.72,7742.75,2883.33,7954.64,7708.11,633.01,482.079,4018.17,7859.21,2129.32,3084.82,4228.32,6740.99,2376.9,5546.66,2788.93,5434.0,363.74,5053.19,1473.4,forest
6635,5062.1,7441.15,1322.34,781.279,4815.54,1236.31,4587.09,7155.75,7441.15,7020.62,6288.33,6976.02,571.6619999999999,477.853,1488.54,798.5,447.713,4315.91,1834.48,831.807,1149.05,457.41,6971.66,817.525,2696.36,5206.86,6649.14,1871.22,forest
5028,605.639,8189.91,7733.84,569.984,8189.91,8146.27,187.03,634.9730000000001,1067.01,7672.5,581.37,334.705,287.974,5130.45,588.789,1000.75,350.556,1529.12,2221.2,396.48,1277.33,2023.71,7063.42,375.434,3950.52,428.915,7040.14,296.579,forest
9249,562.786,2687.01,2234.57,2287.72,1961.61,1649.44,1343.27,1833.55,1557.66,-500.707,2045.55,1809.29,1917.29,1744.21,2297.1,2687.01,2550.91,1278.01,1498.71,1850.88,1612.67,1974.77,353.546,1053.24,1594.49,1707.75,1876.01,2260.83,impervious
9340,5631.38,7501.59,3637.39,4092.64,2474.85,3187.34,6624.84,7501.59,406.289,895.975,3688.37,3942.59,1728.67,4663.05,5993.26,1112.17,447.834,2100.66,5039.73,5173.49,1834.41,3456.98,3464.66,486.275,1033.87,4394.53,6187.56,608.726,farm
2193,1023.03,8044.73,7200.47,7830.66,6690.58,7083.25,626.003,4964.21,1601.93,6675.56,7682.28,5873.68,929.698,2121.66,6279.94,6227.99,5207.44,865.2660000000001,4552.1,8044.73,6045.72,3777.8,5648.04,907.595,802.04,835.809,7574.61,6019.72,forest
2214,6244.61,8329.96,7913.53,8102.39,7781.72,5974.68,5357.2,5471.15,4429.19,6041.8,4653.76,6912.92,1378.36,7438.83,7652.88,8329.96,6557.53,676.7919999999999,3760.03,2513.39,2465.98,2992.62,1572.53,4567.65,1156.02,642.76,4968.25,5088.26,forest
10513,7603.88,8116.58,6912.15,7470.73,5497.35,7152.92,2395.25,7489.35,3599.02,6295.46,4416.8,7866.26,2251.16,7577.82,5996.27,3475.33,1187.42,787.15,4853.1,912.573,3725.77,4196.37,2373.93,2784.91,2734.05,986.2869999999999,8116.58,5234.88,grass
2322,5085.73,8303.8,6652.65,7958.45,1006.74,7548.66,7662.94,7674.87,3328.68,7808.93,6556.03,7675.18,2555.96,7989.18,2642.53,5606.21,7547.39,661.0239999999999,4190.0,8303.8,5215.85,2342.99,1834.63,5153.45,2981.45,2446.8,7617.72,7472.51,forest
9468,6526.79,7666.69,6017.1,6569.56,6754.36,2998.61,636.341,5910.11,4879.51,7666.69,594.3009999999999,4934.02,534.755,2808.11,3688.67,702.039,2006.25,1505.11,5018.01,6881.31,5655.73,6440.61,5467.48,597.852,1080.22,739.319,7459.46,848.821,farm
9759,7213.85,7213.85,6680.18,2059.12,7051.07,7144.61,333.07199999999995,6578.19,3479.51,6553.11,3044.93,3199.91,2555.88,564.982,941.448,1125.93,4485.25,2599.61,3838.6,3801.1,6112.37,6491.19,5704.11,386.67199999999997,1992.4,827.956,6467.21,811.785,orchard
1356,593.3580000000001,8021.79,7560.31,6915.92,6775.72,5812.82,6273.61,6702.93,1380.52,7167.15,4194.05,7769.26,2454.99,8021.79,6068.63,1224.24,5573.8,701.293,4152.2,7104.87,5337.96,1970.23,1659.05,5241.79,6516.55,1853.99,7037.04,1036.44,forest
3996,1017.79,8033.76,7876.04,2969.18,1006.46,1277.16,343.30199999999996,7954.41,2944.2,2315.16,2190.86,7602.91,1511.37,643.145,220.453,2619.7,754.7689999999999,2366.36,4796.4,1467.95,7551.15,1950.01,1029.25,3231.65,8033.76,361.49199999999996,7196.18,768.44,forest
2761,2012.68,8403.02,7526.25,7865.03,8125.17,7576.65,2008.69,7627.13,5438.28,4662.45,7790.47,1348.77,1030.22,8403.02,4228.05,3848.0,792.125,624.981,4202.86,8046.85,6127.68,4459.28,880.666,5838.64,654.586,6308.0,6678.42,3300.99,forest
9827,4589.98,6896.37,5771.11,4129.84,1209.27,3169.99,429.414,4845.27,3674.82,2626.62,798.9169999999999,3924.31,543.876,4082.92,749.915,1257.16,2983.64,927.1569999999999,3962.6,4717.8,4998.63,3525.13,3626.29,338.519,518.1519999999999,493.695,6896.37,629.616,farm
1335,713.419,8133.21,5301.22,8133.21,8074.6,7528.04,7804.01,7941.79,7438.13,7750.73,7855.02,7866.82,1191.69,6820.87,4761.21,5185.09,5564.06,557.607,1607.69,7558.94,19.2605,3320.78,1635.74,939.078,6511.43,2581.07,7875.29,7792.11,forest
127,-2351.7,3081.88,1090.91,60.7501,-345.86400000000003,-199.733,486.38699999999994,505.11800000000005,845.1469999999999,-1663.76,820.179,1930.24,521.3290000000001,3081.88,1896.47,140.955,1639.85,1516.3,2228.42,520.95,2307.25,-149.398,665.4789999999999,-466.61,721.7860000000001,534.077,2627.01,1922.3,water
1404,681.947,8184.39,7648.78,5520.34,570.876,7308.52,7384.2,7685.73,7376.27,7864.98,7871.6,7825.72,448.07199999999995,6875.59,7296.9,8184.39,3630.81,412.788,3168.21,8103.04,613.5169999999999,770.078,5102.36,7144.5,1412.87,7642.84,7760.7,7215.87,forest
4593,3080.37,7584.1,7584.1,5215.92,1167.0,5055.03,5615.49,5463.8,3815.56,6124.77,6268.94,7058.57,7165.68,4652.67,631.8290000000001,1386.09,310.569,3903.92,673.415,4537.74,4790.52,2843.52,4279.22,346.05400000000003,6127.04,452.45300000000003,5919.44,1059.78,forest
4863,7225.99,7884.54,7191.73,7677.99,2513.47,7884.54,460.76,7488.57,6059.82,3915.63,7334.24,7471.79,5163.87,1413.51,2777.79,1083.54,1212.71,2565.03,2436.38,1333.09,5423.05,832.55,3175.7,327.52299999999997,2308.25,5893.3,6604.03,1183.83,forest
6642,7168.1,7359.34,7359.34,6430.43,3579.63,5946.43,6148.81,6652.89,1308.2,7038.29,4172.81,7171.29,1402.95,2816.21,585.354,1327.92,219.715,3712.49,602.565,3152.69,5290.78,531.536,2862.91,503.515,6326.35,965.966,6231.65,811.831,forest
6615,475.288,8159.28,1726.69,7811.14,8159.28,3819.78,277.065,7595.08,1283.2,2881.32,1013.01,1236.59,212.175,836.929,404.256,1111.05,448.8,1700.53,1190.07,698.8530000000001,773.2510000000001,720.812,3905.32,335.76,1695.45,572.252,6118.37,360.402,forest
8821,3256.58,7842.11,3887.32,3578.0,426.207,5155.15,2267.09,7808.44,7628.73,7842.11,3898.95,1811.05,1149.73,4338.47,4569.88,1297.45,308.954,1161.8,3728.91,4663.74,4393.7,3003.49,3402.22,2086.36,973.077,1083.93,7058.71,637.822,farm
5820,6179.14,7957.22,7957.22,1406.18,5704.24,7466.86,2583.98,6831.39,6905.24,1068.15,4233.46,7859.88,5330.24,512.626,426.22,1405.52,796.455,3536.3,946.63,6787.8,5545.31,1812.53,2610.08,490.62699999999995,5552.9,2554.0,7146.21,768.6460000000001,forest
1811,5738.8,8125.13,1963.75,8103.73,5676.0,7678.19,7670.26,7856.94,1718.15,5437.3,7702.32,7764.13,2833.6,8125.13,7009.31,3527.76,7224.85,1180.68,5004.59,2834.69,3287.1,3537.24,628.731,2189.25,5728.47,6514.67,7690.35,7744.17,forest
2696,522.158,8253.84,7953.35,8253.84,8113.56,7872.38,7945.66,8117.91,563.972,4907.93,7871.35,4154.99,5426.61,8173.66,6831.88,1895.59,2979.19,789.456,3594.17,8114.81,5393.31,1850.06,5745.03,4447.87,7927.97,7418.05,7692.64,1795.2,forest
7351,423.941,3788.63,3472.11,2155.67,3788.63,3328.97,3077.2,1226.62,2576.22,3718.59,-1239.25,2664.32,639.585,3651.67,1947.81,1890.26,780.945,568.347,2085.92,1959.0,2908.97,2358.17,1802.32,1059.72,2204.13,1308.06,2588.85,786.977,water
