No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Guanyuan,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
26612,2016,3,13,19,45.0,4.0,38.0,500,72.0,9.6,1019.0,-15.8,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0
2088,2013,5,26,23,45.0,3.0,20.0,300,61.0,16.8,1005.6,15.8,0.1,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
20456,2015,7,1,7,51.0,4.0,58.0,700,26.0,21.7,993.9,14.6,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35.0
10399,2014,5,8,6,139.0,15.0,83.0,1500,31.0,11.2,1010.4,7.5,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0
26251,2016,2,27,18,30.0,6.0,31.0,500,65.0,6.5,1018.8,-11.7,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0
33533,2016,12,27,4,15.0,4.0,45.0,800,23.0,-3.7,1030.5,-20.0,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.0
11381,2014,6,18,4,79.0,2.0,42.0,1000,35.0,18.6,998.4,18.6,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79.0
8753,2014,2,28,16,77.0,55.0,52.0,1000,55.0,5.1,1016.9,-3.2,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,101.0
18599,2015,4,14,22,87.0,7.0,59.0,600,70.0,20.3,998.8,0.1,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48.0
19878,2015,6,7,5,35.0,2.0,53.0,6000,2.0,14.4,1004.5,13.8,0.0,0.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0
21142,2015,7,29,21,115.0,2.0,49.0,1200,124.0,28.9,996.9,25.3,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115.0
8441,2014,2,15,16,437.0,137.0,130.0,3700,20.0,3.5,1017.7,-4.7,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,438.0
26741,2016,3,19,4,185.0,36.0,57.0,2000,54.0,9.5,1016.5,-1.9,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0
12063,2014,7,16,14,182.0,3.0,74.0,1600,95.0,30.5,995.6,23.7,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182.0
33385,2016,12,21,0,450.0,8.0,144.0,9100,2.0,-0.7,1025.8,-2.0,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,429.0
17672,2015,3,7,7,237.0,45.0,106.0,2700,2.0,-2.6,1015.3,-7.3,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,228.0
8423,2014,2,14,22,580.0,128.0,137.0,3900,1.0,-2.4,1018.8,-5.5,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,539.0
17378,2015,2,23,1,73.0,7.0,44.0,500,20.0,-4.0,1014.0,-15.9,0.0,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.0
4662,2013,9,11,5,26.0,4.0,57.0,500,1.0,14.2,1009.8,11.4,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.0
33285,2016,12,16,20,328.0,36.0,137.0,3200,2.0,-0.2,1018.0,-7.5,0.0,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.0
17083,2015,2,10,18,132.0,50.0,110.0,1800,42.0,8.0,1007.0,-15.6,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,125.0
5718,2013,10,25,5,50.0,10.0,59.0,800,14.0,3.3,1023.3,1.8,0.0,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
360,2013,3,15,23,321.0,106.0,150.0,3100,84.0,7.3,1015.5,0.7,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,313.0
15667,2014,12,13,18,113.0,31.0,90.0,1600,18.0,1.7,1028.0,-14.9,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84.0
8178,2014,2,4,17,53.0,22.0,36.0,900,52.0,-1.5,1021.2,-22.8,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.0
33021,2016,12,5,20,15.0,4.0,59.0,700,15.0,-1.2,1027.1,-14.4,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0
1440,2013,4,29,23,203.0,18.0,129.0,1399,2.0,11.9,1007.3,3.4,0.0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.0
18323,2015,4,3,10,17.0,2.0,24.0,300,84.0,14.0,1009.8,-0.5,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.0
21362,2015,8,8,1,34.0,2.0,67.0,900,23.0,19.5,1010.1,18.8,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
25712,2016,2,5,7,18.0,7.0,28.0,400,52.0,-2.8,1027.1,-20.1,0.0,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
10777,2014,5,24,0,226.0,26.0,104.0,1600,71.0,25.0,1002.1,16.7,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,95.0
27558,2016,4,22,5,117.0,2.0,14.0,200,77.0,17.5,1003.4,-12.3,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0
33614,2016,12,30,13,137.0,26.0,89.0,2200,9.0,-0.1,1024.2,-12.1,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0
33570,2016,12,28,17,19.0,6.0,30.0,300,41.0,1.2,1029.0,-18.8,0.0,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
8949,2014,3,8,20,221.0,69.0,152.0,2500,2.0,3.7,1016.8,-8.0,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,193.0
25382,2016,1,22,13,30.0,2.0,9.0,200,70.0,-10.5,1039.0,-30.9,0.0,4.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0
7435,2014,1,4,18,210.0,33.0,101.0,2600,1.0,-2.4,1014.6,-5.1,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,161.0
9208,2014,3,19,15,101.0,22.0,43.0,800,66.0,13.7,1015.6,0.7,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
14222,2014,10,14,13,92.0,7.0,74.0,600,41.0,21.3,1011.3,2.5,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46.0
25460,2016,1,25,19,106.0,32.0,99.0,1900,3.0,-0.5,1023.1,-22.6,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.0
10446,2014,5,10,5,71.0,23.0,46.0,1100,64.0,13.9,1010.7,7.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.0
7775,2014,1,18,22,154.0,67.0,109.0,2900,1.0,0.2,1024.3,-10.6,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,149.0
16998,2015,2,7,5,5.0,3.0,16.0,200,71.0,3.0,1017.0,-16.7,0.0,5.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
17600,2015,3,4,7,34.0,20.0,57.0,700,11.0,-2.7,1025.4,-25.8,0.0,2.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
4884,2013,9,20,11,17.0,2.0,20.0,200,72.0,27.7,1010.2,10.8,0.0,2.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
8599,2014,2,22,6,259.0,102.0,100.0,2800,1.0,1.6,1023.6,-2.7,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,230.0
4666,2013,9,11,9,105.0,12.0,61.0,800,8.0,23.0,1010.8,13.2,0.0,1.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0
6015,2013,11,6,14,141.0,11.0,28.0,100,48.4092,16.8,1010.1,-10.0,0.0,5.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.0
8712,2014,2,26,23,5.0,38.0,52.0,600,24.0,6.6,1019.7,-6.1,0.0,3.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.0
19129,2015,5,7,0,173.0,5.0,40.0,400,51.0,16.4,1007.8,-4.8,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.0
32484,2016,11,13,11,159.0,11.0,69.0,2300,2.0,8.4,1014.2,4.0,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0
23692,2015,11,13,3,164.0,3.0,56.0,2400,2.0,6.8,1021.3,4.3,0.0,1.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,164.0
1606,2013,5,6,21,231.0,46.0,53.0,1200,214.0,21.7,1008.6,13.3,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,134.0
17573,2015,3,3,4,21.0,2.0,9.0,200,68.0,3.3,1015.7,-22.6,0.0,4.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
1270,2013,4,22,21,218.0,69.0,97.0,1800,5.0,13.8,1006.2,8.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,199.0
16814,2015,1,30,13,14.0,12.0,22.0,400,53.0,0.6,1031.7,-21.7,0.0,4.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0
34526,2017,2,6,13,36.0,2.0,2.0,400,82.0,4.5,1028.2,-22.5,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
7556,2014,1,9,19,189.0,26.0,69.0,900,13.0,-2.5,1023.9,-19.9,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53.0
28505,2016,5,31,16,126.0,8.0,23.0,600,109.0,25.8,1006.3,4.3,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.0
19634,2015,5,28,1,177.0,28.0,37.0,1700,134.0,24.6,1000.0,15.0,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124.0
5893,2013,11,1,12,196.0,14.0,109.0,2400,3.213,12.0,1019.7,5.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,177.0
28491,2016,5,31,2,138.0,12.0,29.0,700,129.0,26.6,998.2,14.4,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64.0
26917,2016,3,26,12,36.0,4.0,14.0,500,81.0,15.5,1021.0,-10.3,0.0,2.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0
1689,2013,5,10,8,88.0,16.0,87.0,1000,9.0,23.7,997.7,0.1,0.0,3.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.0
7519,2014,1,8,6,16.0,7.0,24.0,400,43.0,-3.8,1028.3,-18.1,0.0,2.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
21589,2015,8,17,12,99.0,14.0,71.0,1300,190.0,31.6,1002.4,19.3,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.0
28341,2016,5,24,20,47.0,6.0,26.0,400,125.0,26.2,995.6,2.1,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.0
11519,2014,6,23,22,55.0,2.0,51.0,600,105.0,22.0,1000.3,18.8,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.0
13502,2014,9,14,13,11.0,2.0,37.0,400,37.0,22.0,1012.3,7.0,0.0,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
21539,2015,8,15,10,39.0,9.0,26.0,600,68.0,29.3,1002.5,13.9,0.0,2.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0
22767,2015,10,5,14,237.0,25.0,62.0,1800,212.0,24.1,1012.2,13.6,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,237.0
31932,2016,10,21,11,58.0,2.0,45.0,900,17.0,11.2,1016.0,7.3,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0
81,2013,3,4,8,28.0,27.0,67.0,800,20.0,9.0,1020.7,-12.2,0.0,3.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
19147,2015,5,7,18,151.0,12.0,22.0,600,127.0,22.6,1005.2,2.6,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34.0
21298,2015,8,5,9,139.0,5.0,79.0,1200,45.0,26.7,998.7,22.3,0.0,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0
13705,2014,9,23,0,103.0,5.0,62.0,2400,3.0,18.7,1012.3,18.7,0.3,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103.0
35061,2017,2,28,20,43.0,4.0,48.0,500,43.0,11.6,1013.6,-15.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.0
27183,2016,4,6,14,230.0,32.0,65.0,2000,100.0,18.2,1002.8,7.6,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,196.0
6469,2013,11,25,12,23.0,5.0,19.0,300,41.0,6.9,1012.0,-14.0,0.0,3.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
27959,2016,5,8,22,108.0,7.0,23.0,400,108.0,20.6,1006.7,8.2,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.0
8823,2014,3,3,14,327.0,126.0,120.0,5500,2.0,3.2,1013.8,-3.0,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,286.0
7385,2014,1,2,16,170.0,81.0,113.0,3100,1.0,3.7,1009.9,-5.5,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110.0
10955,2014,5,31,10,211.0,98.0,93.0,3400,82.0,30.2,1002.0,14.7,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102.0
14684,2014,11,2,19,28.0,5.0,45.0,400,28.0,11.6,1024.0,-8.3,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0
30336,2016,8,15,23,32.0,2.0,42.0,500,32.0,22.4,1003.5,17.3,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0
2419,2013,6,9,18,16.0,3.0,59.0,300,14.0,17.1,1006.7,16.6,0.2,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
2524,2013,6,14,3,128.0,28.0,41.0,600,99.0,22.0,1002.5,12.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.0
20454,2015,7,1,5,58.0,3.0,72.0,600,2.0,17.2,993.0,15.0,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.0
11796,2014,7,5,11,104.0,2.0,40.0,1100,133.0,30.4,1001.3,21.8,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,104.0
25290,2016,1,18,17,62.0,3.0,19.0,300,56.0,-6.5,1023.0,-24.3,0.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
16892,2015,2,2,19,145.0,66.0,106.0,1800,7.0,1.0,1025.0,-13.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145.0
2580,2013,6,16,11,217.0,31.0,78.0,2200,28.0,22.1,997.9,19.5,0.1,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,175.0
556,2013,3,24,3,6.0,3.0,25.0,300,57.0,1.6,1017.5,-14.1,0.0,3.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
3827,2013,8,7,10,36.0,6.0,49.0,500,43.0,29.7,998.0,22.7,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34.0
30130,2016,8,7,9,18.0,2.0,13.0,600,69.0,23.9,1005.2,22.9,2.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
26387,2016,3,4,10,313.0,82.0,118.0,5400,5.0,6.7,1014.4,0.4,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,312.0
17679,2015,3,7,14,179.0,34.0,76.0,1700,78.0,11.4,1013.9,-4.7,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,174.0
8758,2014,2,28,21,85.0,62.0,72.0,1000,28.0,1.7,1018.9,-3.2,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.0
21802,2015,8,26,9,20.0,2.0,36.0,500,30.0,25.3,1007.0,17.0,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0
21524,2015,8,14,19,61.0,2.0,30.0,600,99.0,28.3,998.3,16.9,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
16386,2015,1,12,17,55.0,51.0,54.0,800,38.0,1.9,1030.8,-14.7,0.0,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55.0
15406,2014,12,2,21,133.0,47.0,94.0,2100,2.0,-6.1,1020.0,-12.6,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,107.0
18456,2015,4,8,23,139.0,15.0,51.0,1000,36.0,8.3,1018.1,1.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139.0
18198,2015,3,29,5,80.0,6.0,82.0,1200,2.0,7.6,1012.9,-0.1,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.0
26054,2016,2,19,13,56.0,2.0,11.0,200,80.0,5.6,1024.0,-16.9,0.0,5.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.0
10608,2014,5,16,23,123.0,20.0,48.0,900,111.0,20.0,1006.8,7.4,0.0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46.0
26260,2016,2,28,3,57.0,8.0,67.0,1000,2.0,-1.1,1023.3,-7.1,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0
20968,2015,7,22,15,92.0,4.0,41.0,1000,201.0,30.1,998.3,20.6,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0
8757,2014,2,28,20,96.0,72.0,72.0,1000,29.0,2.2,1018.7,-3.3,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102.0
17272,2015,2,18,15,12.0,3.0,21.0,300,74.0,10.0,1022.0,-15.5,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0
14270,2014,10,16,13,64.0,8.0,22.0,400,67.0,21.3,1013.0,-1.9,0.0,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.0
10719,2014,5,21,14,203.0,30.0,61.0,1900,204.0,30.6,998.0,15.8,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107.0
3167,2013,7,10,22,44.0,7.0,71.0,1000,2.0,22.1,1000.4,21.4,0.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55.0
24643,2015,12,22,18,557.0,28.0,136.0,8900,3.0,-2.1,1022.1,-2.1,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.0
31209,2016,9,21,8,95.0,2.0,76.0,1000,2.0,16.9,1016.2,14.0,0.1,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
22123,2015,9,8,18,82.0,13.0,31.0,700,191.0,25.0,1010.6,13.5,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.0
33849,2017,1,9,8,9.0,4.0,41.0,300,36.0,-1.175,1024.75,-14.4,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
29669,2016,7,19,4,128.0,4.0,52.0,900,31.0,23.9,1002.8,21.6,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,128.0
34210,2017,1,24,9,45.0,11.0,56.0,800,2.0,-6.8,1034.75,-13.9,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.0
33376,2016,12,20,15,434.0,10.0,199.0,7700,2.0,1.2,1024.3,-2.4,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,420.0
9680,2014,4,8,7,286.0,26.0,139.0,1800,2.0,13.6,1010.4,6.9,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,186.0
2856,2013,6,27,23,112.0,16.0,100.0,1399,48.0,26.8,994.8,19.7,0.0,2.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88.0
34509,2017,2,5,20,17.0,2.0,33.0,100,93.0,6.5,1020.6,-17.6,0.0,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
3368,2013,7,19,7,181.0,7.0,36.0,1300,25.0,24.1,997.7,22.2,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,181.0
10517,2014,5,13,4,114.0,15.0,72.0,700,35.0,13.3,995.0,12.5,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
23810,2015,11,18,1,72.0,10.0,46.0,1200,4.0,4.7,1025.5,0.1,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54.0
13753,2014,9,25,0,103.0,4.0,71.0,1800,12.0,16.4,1011.4,16.2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,92.0
15946,2014,12,25,9,25.0,34.0,76.0,1100,5.0,0.4,1022.0,-12.3,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.0
10940,2014,5,30,19,205.0,35.0,45.0,1200,255.0,29.4,1000.4,15.9,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.0
19434,2015,5,19,17,54.0,2.0,17.0,200,93.0,24.6,1004.4,0.8,0.0,4.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
26852,2016,3,23,19,21.0,2.0,30.0,600,67.0,10.8,1026.4,-16.6,0.0,2.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
27194,2016,4,7,1,247.0,18.0,131.0,2600,2.0,12.0,1003.1,8.8,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.0
28610,2016,6,5,1,188.0,19.0,58.0,1100,105.0,22.0,1005.3,14.1,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0
3940,2013,8,12,3,15.0,3.0,15.0,200,54.0,23.8,999.2,22.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.0
28949,2016,6,19,4,90.0,7.0,43.0,800,67.0,24.5,1001.9,16.0,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.0
17522,2015,3,1,1,150.0,2.0,20.0,400,52.0,-2.6,1020.8,-5.9,0.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
13269,2014,9,4,20,80.0,9.0,57.0,800,125.0,26.6,999.2,17.4,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.0
23041,2015,10,17,0,314.0,4.0,213.0,3100,2.0,13.2,1013.4,12.4,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,314.0
33797,2017,1,7,4,214.0,28.0,111.0,3800,2.0,0.7,1020.0,-3.4,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,214.0
17699,2015,3,8,10,242.0,66.0,100.0,2800,8.0,6.3,1017.7,-2.6,0.0,2.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,242.0
18577,2015,4,14,0,80.0,2.0,63.0,600,56.0,11.1,1010.6,2.9,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.0
33655,2017,1,1,6,453.0,5.0,111.0,6200,2.0,-4.5,1021.5,-5.5,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.0
11064,2014,6,4,23,107.0,4.0,96.0,1200,42.0,22.7,999.7,18.9,0.0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0
22768,2015,10,5,15,245.0,23.0,65.0,1700,232.0,24.6,1011.9,14.1,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,240.0
21197,2015,8,1,4,93.0,2.0,106.0,1400,2.0,24.1,1002.8,22.5,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0
23042,2015,10,17,1,292.0,3.0,187.0,2700,2.0,12.6,1013.1,11.8,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.0
13240,2014,9,3,15,33.0,4.0,27.0,400,114.0,29.6,1000.9,12.9,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0
19463,2015,5,20,22,81.0,3.0,32.0,400,106.0,24.2,1009.5,3.5,0.0,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.0
41,2013,3,2,16,46.0,42.0,60.0,1200,44.0,3.5,1023.6,-15.2,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.0
6126,2013,11,11,5,12.0,21.0,57.0,900,2.3562,1.7,1024.2,-10.2,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
11987,2014,7,13,10,30.0,4.0,20.0,400,66.0,33.0,997.2,12.1,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
26289,2016,2,29,8,13.0,4.0,31.0,300,45.0,-4.0,1032.9,-19.5,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0
30790,2016,9,3,21,77.0,3.0,41.0,500,129.0,27.7,1004.0,16.3,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.0
