No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Huairou,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
22773,2015,10,5,20,329.0,3.0,42.0,2400,118.0,16.7,1007.9,15.1,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,329.0
20383,2015,6,28,6,93.0,6.0,18.0,1000,31.0,23.6,999.1,19.9,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93.0
9618,2014,4,5,17,28.0,2.0,8.0,200,111.0,18.1,1009.4,-12.9,0.0,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.0
33187,2016,12,12,18,261.0,22.0,99.0,2200,2.0,1.7,1017.0,-4.6,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,216.0
31003,2016,9,12,18,44.0,2.0,23.0,600,135.0,24.3,1007.0,15.5,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0
5170,2013,10,2,9,61.0,2.0,28.0,300,23.0,19.2,1014.9,2.1,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0
6454,2013,11,24,21,72.0,5.0,14.0,500,0.6426,6.3,1004.8,-10.5,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.0
28389,2016,5,26,20,15.0,2.0,14.0,300,94.0,24.6,1000.1,6.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.0
30632,2016,8,28,7,23.0,2.0,18.0,300,2.0,17.4,1005.1,12.9,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
22447,2015,9,22,6,161.0,3.0,19.0,1500,73.0,19.8,1001.9,16.8,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,161.0
11063,2014,6,4,22,115.0,7.0,49.0,700,106.0,23.3,996.4,14.8,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52.0
659,2013,3,28,10,46.0,7.0,16.0,700,87.0,7.9,1014.1,-17.2,0.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.0
8975,2014,3,9,22,129.0,42.0,66.0,800,22.0,0.6,1019.3,-5.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65.0
34400,2017,2,1,7,18.0,2.0,20.0,300,53.0,-6.5,1029.6,-20.9,0.0,2.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
5415,2013,10,12,14,12.0,5.0,19.0,200,97.0,22.3,1008.2,2.9,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
8659,2014,2,24,18,271.0,92.0,83.0,2700,50.0,2.7,1017.2,-3.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,249.0
27581,2016,4,23,4,38.0,2.0,5.0,200,64.0,12.5,1005.3,-16.2,0.0,2.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
23984,2015,11,25,7,38.0,2.0,23.0,1000,16.0,-10.5,1020.7,-11.8,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.0
16674,2015,1,24,17,146.0,81.0,77.0,2900,14.0,2.0,1020.0,-7.6,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116.0
28918,2016,6,17,21,125.0,2.0,13.0,400,53.0,22.4,991.8,16.2,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0
4097,2013,8,18,16,9.0,3.0,11.0,200,112.0,33.5,998.0,16.4,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
17543,2015,3,1,22,70.0,8.0,27.0,700,57.0,2.8,1007.2,-11.5,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38.0
26711,2016,3,17,22,302.0,18.0,62.0,2100,48.0,8.3,1000.8,1.9,0.0,0.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,302.0
18589,2015,4,14,12,37.0,3.0,17.0,400,106.0,21.7,998.8,-3.0,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32.0
7550,2014,1,9,13,6.0,18.0,9.0,600,64.0,0.0,1019.9,-25.2,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.0
18539,2015,4,12,10,44.0,2.0,9.0,300,84.0,8.9,1016.0,-5.4,0.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0
25023,2016,1,7,14,14.0,5.0,11.0,300,43.0,-0.8,1019.7,-18.9,0.0,3.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
23027,2015,10,16,10,131.0,7.0,53.0,1000,23.0,17.2,1010.6,10.1,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0
17632,2015,3,5,15,141.0,41.0,59.0,1500,65.0,7.5,1014.0,-18.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125.0
1352,2013,4,26,7,43.0,9.0,38.0,500,27.0,12.7,1004.0,-4.0,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24.0
285,2013,3,12,20,42.0,22.0,53.0,700,28.0,5.3,1011.1,-4.3,0.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.0
25556,2016,1,29,19,86.0,27.0,58.0,1500,2.0,-7.0,1025.1,-17.2,0.0,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59.0
7031,2013,12,18,22,54.0,19.0,46.0,1400,11.0,-8.5,1021.0,-17.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53.0
17971,2015,3,19,18,236.0,2.0,41.0,600,78.0,17.5,1005.0,-11.3,0.0,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64.0
13443,2014,9,12,2,79.0,2.0,6.0,1100,88.0,18.8,1005.5,18.1,0.1,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.0
22464,2015,9,22,23,38.0,2.0,3.0,900,45.0,15.7,1001.5,15.2,0.0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.0
20817,2015,7,16,8,36.0,2.0,11.0,900,85.0,20.9,999.6,19.2,0.0,1.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.0
18344,2015,4,4,7,58.0,3.0,36.0,900,48.0,8.0,1004.2,2.4,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58.0
3814,2013,8,6,21,257.0,3.0,21.0,1500,66.0,28.9,992.2,28.6,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,216.0
28020,2016,5,11,11,194.0,14.0,24.0,1100,138.0,22.1,993.1,14.0,0.0,2.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,194.0
7133,2013,12,23,4,80.0,28.0,65.0,1600,4.0,-10.2,1021.4,-14.6,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.0
26505,2016,3,9,8,33.0,8.0,36.0,1100,13.0,-4.8,1026.4,-17.0,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
28870,2016,6,15,21,27.0,2.0,13.0,400,68.0,22.4,994.0,13.7,0.0,3.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
11095,2014,6,6,6,109.0,6.0,30.0,1100,51.0,23.5,995.5,17.9,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81.0
19685,2015,5,30,4,56.0,2.0,24.0,600,40.0,15.3,999.3,11.5,0.0,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56.0
25228,2016,1,16,3,160.0,16.0,71.0,3000,2.0,-3.0,1011.8,-5.5,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,160.0
32657,2016,11,20,16,17.0,2.0,17.0,400,34.0,1.1,1015.2,0.4,0.3,2.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
12495,2014,8,3,14,78.0,2.0,10.0,800,166.0,33.0,990.9,23.6,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62.0
28406,2016,5,27,13,93.0,14.0,60.0,800,165.0,29.0,1000.1,7.0,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84.0
20313,2015,6,25,8,144.0,3.0,20.0,1100,14.0,22.7,994.2,19.7,0.0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,144.0
14375,2014,10,20,22,183.0,4.0,77.0,1800,23.0,15.1,1014.2,9.7,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,168.0
29303,2016,7,3,22,91.0,2.0,32.0,700,104.0,25.3,998.7,20.1,0.0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
19606,2015,5,26,21,112.0,6.0,32.0,700,334.0,27.5,996.0,12.7,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56.0
27591,2016,4,23,14,14.0,2.0,3.0,200,84.0,21.9,1004.3,-12.5,0.0,3.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.0
9362,2014,3,26,1,200.0,27.0,42.0,1800,120.0,9.6,1001.1,5.9,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,244.0
32487,2016,11,13,14,204.0,11.0,55.0,2000,4.0,8.4,1006.5,4.6,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94.0
5694,2013,10,24,5,46.0,1.0,20.0,200,24.0,2.6,1018.6,-5.8,0.0,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.0
15948,2014,12,25,11,74.0,30.0,59.0,1100,25.0,2.3,1007.0,-13.1,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0
4425,2013,9,1,8,53.0,6.0,34.0,700,10.0,20.9,1006.0,14.8,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
11085,2014,6,5,20,109.0,5.0,32.0,700,221.0,27.5,994.2,15.2,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53.0
6916,2013,12,14,3,48.0,25.0,49.0,1200,4.0,-10.4,1018.0,-16.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51.0
32196,2016,11,1,11,46.0,2.0,33.0,400,29.0,4.4,1026.1,-9.0,0.0,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.0
4362,2013,8,29,17,16.0,1.0,10.0,200,51.0,25.1,996.0,10.9,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0
14152,2014,10,11,15,198.0,11.0,31.0,2000,91.0,18.3,1011.9,14.8,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,198.0
2844,2013,6,27,11,128.0,3.0,11.0,500,48.0,29.7,989.8,15.4,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
25617,2016,2,1,8,37.0,3.0,48.0,1200,2.0,-12.5,1027.7,-18.7,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0
33807,2017,1,7,14,123.0,5.0,43.0,2100,2.0,0.6,1013.8,-0.7,0.2,0.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,123.0
5688,2013,10,23,23,33.0,1.0,4.0,200,50.0,4.3,1017.8,-6.6,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0
3310,2013,7,16,21,46.0,3.0,21.0,400,36.0,21.5,995.4,20.0,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0
21376,2015,8,8,15,25.0,2.0,3.0,400,133.0,29.3,1002.6,19.3,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.0
32634,2016,11,19,17,60.0,4.0,44.0,600,32.0,10.2,1010.1,-2.8,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.0
244,2013,3,11,3,72.0,15.0,33.0,800,79.0,-1.6,1014.2,-9.9,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.0
10215,2014,4,30,14,192.0,28.0,56.0,1000,188.0,27.7,998.1,8.5,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,146.0
23409,2015,11,1,8,62.0,2.0,40.0,800,13.0,1.8,1016.7,-1.5,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40.0
15646,2014,12,12,21,73.0,19.0,44.0,700,16.0,-3.3,1020.0,-19.3,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.0
14967,2014,11,14,14,9.0,12.0,10.0,200,64.0,12.3,1011.0,-14.5,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.0
1412,2013,4,28,19,26.0,3.0,4.0,300,112.0,17.4,1002.3,-4.6,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0
12251,2014,7,24,10,82.0,4.0,52.0,1000,34.0,24.9,998.3,19.7,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.0
27937,2016,5,8,0,81.0,11.0,45.0,600,28.0,14.9,1007.7,3.4,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
6646,2013,12,2,21,99.0,32.0,58.0,2000,4.9266,1.2,1011.3,-10.6,0.0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
32710,2016,11,22,21,7.0,2.0,6.0,300,48.0,-3.4,1029.7,-19.8,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
1010,2013,4,12,1,30.0,4.0,5.0,200,66.0,3.5,1008.2,-7.3,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59.0
13131,2014,8,30,2,102.0,2.0,15.0,1000,66.0,19.8,1007.3,18.6,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0
28779,2016,6,12,2,66.0,8.0,22.0,1600,58.0,21.4,1000.2,14.5,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.0
31544,2016,10,5,7,9.0,2.0,5.0,500,2.0,11.6,1009.2,11.4,0.1,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
29306,2016,7,4,1,147.0,3.0,25.0,1000,105.0,25.3,997.3,20.8,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147.0
19456,2015,5,20,15,23.0,2.0,6.0,200,94.0,30.0,1004.0,-0.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23.0
20026,2015,6,13,9,14.0,2.0,15.0,400,28.0,21.1,996.3,16.1,0.5,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
19379,2015,5,17,10,201.0,13.0,36.0,1200,67.0,21.1,991.0,15.6,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131.0
27528,2016,4,20,23,123.0,6.0,88.0,800,2.0,14.5,999.2,3.9,0.0,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.0
33581,2016,12,29,4,14.0,6.0,37.0,900,22.0,-9.2,1027.5,-18.2,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
24154,2015,12,2,9,5.0,2.0,8.0,400,47.0,1.6,1011.6,-13.0,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
16734,2015,1,27,5,8.0,2.0,15.0,500,51.0,-13.0,1026.0,-20.6,0.0,1.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0
8241,2014,2,7,8,99.0,38.0,41.0,1800,41.0,-4.5,1019.9,-6.3,0.4,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.0
26929,2016,3,27,0,48.0,2.0,3.0,200,60.0,9.3,1012.5,-10.3,0.0,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
33841,2017,1,9,0,7.0,2.0,6.0,300,73.0,0.3,1016.5,-12.4,0.0,2.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
12745,2014,8,14,0,12.0,2.0,12.0,400,21.0,16.8,1000.5,16.0,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
26253,2016,2,27,20,42.0,7.0,21.0,500,58.0,4.1,1015.0,-8.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0
27444,2016,4,17,11,34.0,2.0,5.0,200,81.0,16.9,1001.6,-11.8,0.0,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31.0
25437,2016,1,24,20,43.0,2.0,4.0,200,53.0,-5.5,1025.5,-23.9,0.0,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0
32639,2016,11,19,22,167.0,3.0,55.0,1800,2.0,7.4,1015.5,4.7,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,144.0
9749,2014,4,11,4,204.0,21.0,90.0,900,2.0,12.2,1011.4,0.0,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0
26703,2016,3,17,14,268.0,43.0,55.0,1800,109.0,15.6,1001.3,2.7,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268.0
25671,2016,2,3,14,24.0,12.0,14.0,500,45.0,4.1,1016.7,-17.5,0.0,2.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
3121,2013,7,9,0,111.0,3.0,13.0,900,66.0,24.9,994.5,24.9,0.1,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,137.0
21738,2015,8,23,17,16.0,2.0,2.0,500,76.0,23.1,1000.8,20.1,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
16390,2015,1,12,21,166.0,27.0,89.0,2400,2.0,-4.2,1026.4,-11.7,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,166.0
12000,2014,7,13,23,28.0,2.0,14.0,200,41.0,21.5,994.3,16.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0
14815,2014,11,8,6,50.0,2.0,32.0,1100,7.0,-1.8,1006.0,-3.1,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.0
34434,2017,2,2,17,65.0,15.0,32.0,800,76.0,4.3,1017.5,-20.9,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.0
11554,2014,6,25,9,119.0,12.0,32.0,1200,86.0,27.1,995.0,17.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78.0
25426,2016,1,24,9,43.0,8.0,40.0,800,13.0,-13.5,1031.7,-27.1,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
7890,2014,1,23,17,239.0,134.0,116.0,3100,13.0,-1.1,1005.0,-11.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,156.0
15428,2014,12,3,19,42.0,2.0,4.0,100,75.0,-2.1,1012.0,-25.3,0.0,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
34941,2017,2,23,20,33.0,6.0,30.0,800,74.0,0.8,1016.7,-10.1,0.0,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.0
6784,2013,12,8,15,173.0,80.0,82.0,2600,26.9892,6.6,1010.2,-2.6,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,226.0
33295,2016,12,17,6,82.0,5.0,59.0,1500,2.0,-5.8,1012.5,-9.4,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65.0
28939,2016,6,18,18,114.0,7.0,21.0,600,241.0,31.3,994.7,16.1,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39.0
18759,2015,4,21,14,144.0,8.0,47.0,700,102.0,23.5,998.3,-3.0,0.0,5.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115.0
33189,2016,12,12,20,284.0,15.0,87.0,2500,2.0,0.3,1018.8,-4.0,0.0,2.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,242.0
24883,2016,1,1,18,220.0,24.0,96.0,2700,2.0,-1.0,1012.1,-8.0,0.0,1.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,209.0
8312,2014,2,10,7,8.0,3.0,13.0,300,57.0,-13.4,1028.8,-18.4,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0
18629,2015,4,16,4,135.0,2.0,2.0,100,99.0,12.4,1002.0,-15.3,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.0
32294,2016,11,5,13,215.0,2.0,58.0,2200,54.0,13.2,1005.7,5.6,0.0,4.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,145.0
28970,2016,6,20,1,386.0,4.0,39.0,2000,125.0,24.9,994.4,19.5,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163.0
27468,2016,4,18,11,17.0,2.0,3.0,200,76.0,15.8,1004.5,-6.5,0.0,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0
32798,2016,11,26,13,359.0,24.0,98.0,2100,11.0,6.5,1009.5,-5.2,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,194.0
1475,2013,5,1,10,76.0,32.0,27.0,600,97.0,20.6,1007.4,-1.9,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.0
33975,2017,1,14,14,20.0,1.0,6.0,300,56.0,2.55,1022.0,-23.0,0.0,2.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.0
30138,2016,8,7,17,19.0,2.0,7.0,500,80.0,31.4,998.1,22.1,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.0
23248,2015,10,25,15,104.0,72.0,80.0,3200,2.0,12.9,1016.0,0.3,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85.0
24843,2015,12,31,2,18.0,2.0,16.0,800,28.0,-5.9,1025.2,-11.2,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0
8146,2014,2,3,9,12.0,1.0,3.0,200,86.0,-2.2,1019.4,-28.8,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
22197,2015,9,11,20,9.0,2.0,4.0,300,52.0,16.5,1005.3,13.4,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
31616,2016,10,8,7,10.0,2.0,5.0,200,33.0,6.9,1013.1,1.4,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
8174,2014,2,4,13,6.0,26.0,9.0,400,81.0,-0.8,1018.8,-28.7,0.0,2.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
19917,2015,6,8,20,30.0,5.0,13.0,400,104.0,24.9,993.3,9.6,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.0
15022,2014,11,16,21,7.0,3.0,4.0,200,65.0,6.3,1016.0,-7.3,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0
21283,2015,8,4,18,35.0,2.0,20.0,400,212.0,31.0,990.9,19.0,0.0,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
32620,2016,11,19,3,203.0,4.0,57.0,2900,2.0,6.4,1004.6,6.0,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.0
25513,2016,1,28,0,99.0,26.0,63.0,1700,2.0,-7.0,1019.2,-17.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0
26684,2016,3,16,19,355.0,39.0,159.0,3100,11.0,11.4,1005.5,1.1,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,304.0
18603,2015,4,15,2,71.0,2.0,23.0,500,50.0,13.2,992.6,2.7,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51.0
4509,2013,9,4,20,63.0,4.0,50.0,1000,56.0,19.2,1006.8,19.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63.0
19100,2015,5,5,19,51.0,2.0,8.0,200,97.0,23.8,995.5,-11.0,0.0,4.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0
11742,2014,7,3,5,222.0,2.0,23.0,1500,39.0,22.4,993.2,21.6,0.0,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,222.0
31567,2016,10,6,6,63.0,2.0,17.0,900,2.0,13.1,1016.4,12.6,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
12852,2014,8,18,11,48.0,5.0,11.0,600,132.0,30.7,1003.1,15.9,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.0
27642,2016,4,25,17,206.0,9.0,18.0,700,207.0,25.9,1002.0,10.1,0.0,4.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.0
21499,2015,8,13,18,192.0,5.0,21.0,1400,322.0,31.8,992.3,24.1,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0
32967,2016,12,3,14,175.0,32.0,72.0,1600,30.0,7.6,1009.7,-4.5,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,146.0
18534,2015,4,12,5,35.0,2.0,3.0,200,78.0,7.3,1012.3,0.0,0.0,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0
3728,2013,8,3,7,22.0,3.0,16.0,500,58.0,24.5,995.7,19.3,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0
24417,2015,12,13,8,55.0,4.0,39.0,1600,12.0,-4.8,1018.9,-6.3,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.0
