No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Changping,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
23580,2015,11,8,11,60.0,2.0,45.0,900,21.0,4.1,1016.9,0.8,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.0
34134,2017,1,21,5,57.0,11.0,61.0,1300,5.0,-9.45,1018.0,-19.6,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.0
11766,2014,7,4,5,153.0,2.0,84.0,1100,2.0,23.6,995.8,21.3,0.0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,153.0
17296,2015,2,19,15,226.0,71.0,46.0,1600,49.0,4.0,1016.0,-9.8,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0
3480,2013,7,23,23,67.0,3.0,13.0,600,101.0,24.9,990.0,20.2,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0
21359,2015,8,7,22,68.0,2.0,31.0,400,74.0,20.2,1006.3,18.7,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0
30255,2016,8,12,14,10.0,2.0,20.0,800,65.0,29.2,997.0,22.4,0.0,2.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
23075,2015,10,18,10,21.0,2.0,21.0,400,40.0,18.5,1017.8,0.6,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
6087,2013,11,9,14,54.0,48.0,48.0,800,17.9928,15.0,1013.9,-6.0,0.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0
9438,2014,3,29,5,57.0,7.0,29.0,300,41.0,13.1,1004.3,1.4,0.0,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0
7996,2014,1,28,3,13.0,51.0,21.0,300,54.0,-0.6,1019.8,-20.3,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
29262,2016,7,2,5,26.0,2.0,37.0,500,26.0,18.7,996.4,13.8,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.0
18951,2015,4,29,14,151.0,9.0,54.0,1400,175.0,26.4,1002.4,12.8,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139.0
28866,2016,6,15,17,45.0,2.0,19.0,500,136.0,28.1,991.4,16.1,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0
11921,2014,7,10,16,78.0,7.0,32.0,400,256.0,36.7,988.4,11.5,0.0,2.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32.0
18438,2015,4,8,5,48.0,2.0,28.0,500,48.0,3.2,1016.7,-8.2,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.0
18526,2015,4,11,21,31.0,2.0,25.0,700,70.0,11.0,1013.3,8.9,4.5,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.0
11235,2014,6,12,2,16.0,2.0,29.0,400,76.0,20.0,999.0,13.0,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0
22432,2015,9,21,15,139.0,22.0,93.0,1400,133.0,27.6,1000.6,13.5,0.0,2.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0
25364,2016,1,21,19,158.0,15.0,91.0,2100,2.0,-3.8,1024.6,-9.4,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,130.0
8309,2014,2,10,4,17.0,104.0,32.0,800,37.0,-8.3,1027.4,-21.4,0.0,2.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.0
16688,2015,1,25,7,118.0,9.0,71.0,2500,2.0,-1.0,1017.0,-3.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118.0
11044,2014,6,4,3,76.0,6.0,28.0,1000,92.0,21.2,998.8,14.1,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.0
5906,2013,11,2,1,133.0,10.0,83.0,1400,4.284,6.6,1014.5,4.1,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182.0
27221,2016,4,8,4,16.0,4.0,30.0,500,62.0,12.0,1008.5,-22.9,0.0,2.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
10332,2014,5,5,11,22.0,2.0,13.0,200,87.0,18.6,1008.9,-12.5,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.0
27216,2016,4,7,23,17.0,2.0,10.0,300,84.0,14.5,1008.2,-19.5,0.0,1.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
15213,2014,11,24,20,148.0,24.0,95.0,2000,2.0,5.3,1022.0,-8.6,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
10445,2014,5,10,4,59.0,23.0,27.0,1000,81.0,14.6,1007.0,4.6,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
33666,2017,1,1,17,439.0,25.0,179.0,6100,5.0,0.8,1013.6,-8.0,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,398.0
18146,2015,3,27,1,133.0,11.0,27.0,700,88.0,10.2,1016.0,-1.5,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0
24836,2015,12,30,19,25.0,12.0,68.0,1000,16.0,1.6,1023.6,-11.2,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.0
16013,2014,12,28,4,255.0,70.0,121.0,4400,7.0,0.6,1023.0,-10.6,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.0
34596,2017,2,9,11,28.0,3.0,15.0,500,67.0,-1.1,1020.4,-21.3,0.0,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0
8638,2014,2,23,21,261.0,164.0,96.0,4300,5.0,2.4,1020.9,-3.7,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,207.0
25258,2016,1,17,9,35.0,10.0,26.0,700,58.0,-8.5,1020.3,-20.9,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27.0
11006,2014,6,2,13,22.0,2.0,9.0,500,136.0,24.4,1002.4,11.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.0
713,2013,3,30,16,126.0,50.0,41.0,1600,94.0,9.8,1011.0,-1.9,0.0,3.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0
16886,2015,2,2,13,169.0,75.0,102.0,2500,12.0,2.0,1024.0,-16.5,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,166.0
33658,2017,1,1,9,529.0,4.0,117.0,8700,6.0,-6.8,1017.4,-8.2,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.0
10699,2014,5,20,18,58.0,6.0,25.0,400,203.0,29.9,993.6,7.1,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.0
32039,2016,10,25,22,107.0,2.0,98.0,1600,2.0,10.38,1007.6,8.6,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85.0
3736,2013,8,3,15,38.0,5.0,19.0,500,249.0,33.2,993.1,17.4,0.0,2.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0
34083,2017,1,19,2,77.0,36.0,41.0,800,2.0,-3.656666667,1019.0,-13.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77.0
21425,2015,8,10,16,35.0,2.0,7.0,200,136.0,34.9,998.8,15.3,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0
4768,2013,9,15,15,71.0,14.0,37.0,600,89.0,25.2,1003.3,6.9,0.0,2.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
30350,2016,8,16,13,34.0,2.0,14.0,500,147.0,30.3,996.3,19.7,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.0
30919,2016,9,9,6,25.0,3.0,36.0,600,31.0,19.6,999.8,8.6,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.0
28720,2016,6,9,15,119.0,9.0,22.0,800,207.0,33.8,992.7,11.6,0.0,5.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64.0
8289,2014,2,9,8,13.0,27.0,22.0,800,48.0,-7.6,1029.3,-21.8,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.0
21615,2015,8,18,14,103.0,4.0,17.0,700,153.0,29.2,1001.3,19.2,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0
12411,2014,7,31,2,222.0,3.0,35.0,2100,33.0,25.3,998.9,22.2,0.0,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.0
13540,2014,9,16,3,34.0,2.0,30.0,400,38.0,13.6,1009.1,5.2,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
17311,2015,2,20,6,128.0,6.0,29.0,1500,31.0,1.0,1010.0,0.0,0.6,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0
2317,2013,6,5,12,95.0,17.0,27.0,2200,36.0,19.2,1003.1,17.3,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0
34300,2017,1,28,3,559.0,82.0,82.0,4800,5.0,-3.5,1014.0,-14.4,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,527.0
16412,2015,1,13,19,161.0,47.0,102.0,2300,8.0,-1.2,1021.7,-8.6,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,148.0
12248,2014,7,24,7,104.0,2.0,79.0,800,4.0,25.6,997.0,19.7,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59.0
27482,2016,4,19,1,70.0,3.0,29.0,500,28.0,9.9,1006.8,-4.1,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.0
32122,2016,10,29,9,45.0,7.0,38.0,300,8.0,5.8,1024.9,-5.2,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0
12879,2014,8,19,14,98.0,4.0,25.0,900,277.0,32.4,1000.6,17.5,0.0,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83.0
8656,2014,2,24,15,256.0,116.0,69.0,3400,52.0,7.1,1015.8,-2.6,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,236.0
14484,2014,10,25,11,337.0,11.0,89.0,2400,21.0,17.8,1002.4,10.9,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,337.0
33763,2017,1,5,18,258.0,17.0,117.0,5600,4.0,1.8,1021.4,-2.2,0.0,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,258.0
23042,2015,10,17,1,222.0,3.0,42.0,1700,106.0,14.1,1008.4,10.9,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,222.0
16802,2015,1,30,1,13.0,6.0,12.0,400,59.0,-5.0,1026.0,-19.9,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
18091,2015,3,24,18,99.0,20.0,58.0,1300,81.0,14.9,1019.1,-10.7,0.0,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64.0
24858,2015,12,31,17,87.0,18.0,115.0,1600,6.0,2.1,1021.0,-9.8,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70.0
11901,2014,7,9,20,65.0,4.0,59.0,500,81.0,27.6,993.6,14.2,0.0,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0
20005,2015,6,12,12,33.0,7.0,19.0,400,83.0,26.8,989.4,9.2,0.0,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
31765,2016,10,14,12,247.0,6.0,96.0,1900,45.0,20.0,1012.1,13.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,247.0
25631,2016,2,1,22,12.0,5.0,25.0,400,66.0,-1.1,1025.5,-16.9,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
16409,2015,1,13,16,141.0,65.0,74.0,1500,33.0,1.9,1020.5,-8.5,0.0,1.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,141.0
29551,2016,7,14,6,69.0,2.0,48.0,800,46.0,25.8,998.1,19.7,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29.0
26282,2016,2,29,1,13.0,2.0,10.0,500,56.0,-3.1,1025.3,-18.3,0.0,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.0
7367,2014,1,1,22,78.0,39.0,45.0,1600,23.0,1.3,1009.8,-12.2,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49.0
1006,2013,4,11,21,38.0,8.0,37.0,700,58.905,7.8,1008.9,-10.6,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
11477,2014,6,22,4,10.0,2.0,24.0,400,61.0,17.4,1000.7,13.9,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
2207,2013,5,31,22,197.0,53.0,28.0,1300,148.0,23.3,994.7,17.1,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,146.0
30597,2016,8,26,20,102.0,2.0,63.0,1100,32.0,23.0,1005.6,11.4,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.0
20687,2015,7,10,22,102.0,5.0,22.0,500,147.0,28.8,1000.4,19.4,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43.0
4238,2013,8,24,13,81.0,5.0,27.0,600,146.0,34.3,999.7,11.4,0.0,2.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.0
34753,2017,2,16,0,289.0,31.0,107.0,3300,70.0,1.4,1004.5,-6.0,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,289.0
6008,2013,11,6,7,143.0,7.0,79.0,2000,2.142,4.2,1008.0,1.6,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139.0
29397,2016,7,7,20,148.0,2.0,27.0,1000,207.0,30.7,999.9,18.8,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99.0
10866,2014,5,27,17,12.0,2.0,7.0,200,95.0,31.6,987.3,-2.5,0.0,7.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
13131,2014,8,30,2,87.0,4.0,25.0,1000,97.0,22.1,1007.0,17.7,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87.0
7950,2014,1,26,5,70.0,30.0,43.0,1100,13.0,-2.3,1023.4,-9.0,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42.0
24939,2016,1,4,2,11.0,23.0,38.0,400,28.0,0.3,1019.1,-12.4,0.0,2.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
4697,2013,9,12,16,161.0,30.0,75.0,1700,89.0,24.6,1000.0,17.8,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0
19639,2015,5,28,6,156.0,8.0,23.0,1300,100.0,22.2,994.9,14.8,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,141.0
17291,2015,2,19,10,310.0,85.0,44.0,2100,22.0,2.0,1021.0,-7.9,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.0
24540,2015,12,18,11,35.0,17.0,40.0,600,34.0,5.6,1025.3,-12.9,0.0,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0
16038,2014,12,29,5,143.0,50.0,74.0,3400,2.0,-3.4,1019.0,-13.1,0.0,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80.0
18568,2015,4,13,15,21.0,3.0,14.0,400,128.0,19.4,1011.9,-3.5,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.0
9980,2014,4,20,19,28.0,6.0,30.0,300,84.0,19.1,1004.9,-3.1,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0
7366,2014,1,1,21,78.0,39.0,45.0,1100,23.0,1.9,1009.3,-12.3,0.0,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0
3839,2013,8,7,22,24.0,13.0,20.0,700,43.0,23.9,993.0,19.4,0.0,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
27344,2016,4,13,7,102.0,2.0,54.0,900,2.0,8.5,995.8,6.8,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,102.0
15550,2014,12,8,21,132.0,46.0,92.0,2300,3.0,-2.7,1015.0,-13.3,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,108.0
13470,2014,9,13,5,90.0,2.0,48.0,900,2.0,18.6,1006.2,15.8,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.0
12769,2014,8,15,0,23.0,3.0,46.0,400,45.0,20.4,998.0,12.4,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0
4140,2013,8,20,11,127.0,26.0,32.0,1700,146.0,27.7,1000.8,20.5,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
25874,2016,2,12,1,135.0,9.0,70.0,3000,2.0,3.2,1007.3,0.8,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,135.0
20030,2015,6,13,13,6.0,2.0,7.0,300,92.0,27.7,995.9,11.7,0.0,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
33901,2017,1,11,12,88.0,36.0,85.0,2400,5.0,2.4,1016.0,-13.7,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76.0
17359,2015,2,22,6,608.0,5.0,5.0,300,60.0,-6.0,1015.0,-26.0,0.0,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0
4364,2013,8,29,19,21.0,7.0,22.0,400,40.0,21.6,998.0,11.3,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
4407,2013,8,31,14,8.0,7.0,6.0,300,82.0,31.1,1001.5,8.1,0.0,0.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.0
2155,2013,5,29,18,46.0,6.0,17.0,100,99.0,29.5,997.7,-1.8,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
27049,2016,4,1,0,327.0,13.0,44.0,500,82.0,19.2,993.2,7.3,0.0,2.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0
30022,2016,8,2,21,62.0,2.0,24.0,800,76.0,29.1,1000.5,22.8,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0
25389,2016,1,22,20,29.0,4.0,17.0,700,57.0,-12.1,1036.5,-30.6,0.0,3.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
22095,2015,9,7,14,24.0,3.0,29.0,700,117.0,29.1,1003.5,14.1,0.0,2.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0
292,2013,3,13,3,6.0,5.0,7.0,300,80.0,1.6,1016.8,-10.0,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
33039,2016,12,6,14,29.0,19.0,65.0,1300,18.0,4.7,1009.4,-14.7,0.0,1.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0
33688,2017,1,2,15,142.0,14.0,55.0,1600,59.0,8.0,1014.7,-9.4,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.0
23183,2015,10,22,22,45.0,2.0,50.0,800,2.0,9.9,1013.1,7.5,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.0
4469,2013,9,3,4,93.0,1.0,32.0,1200,51.0,18.6,1007.8,16.4,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.0
2360,2013,6,7,7,112.0,14.0,43.0,2399,2.0,19.8,999.5,19.1,5.6,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0
20355,2015,6,27,2,17.0,2.0,15.0,300,30.0,19.9,994.0,18.4,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.0
14457,2014,10,24,8,165.0,2.0,63.0,1700,3.0,11.9,1004.0,8.2,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,165.0
13449,2014,9,12,8,76.0,2.0,16.0,1200,30.0,19.4,1006.8,16.4,0.0,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.0
29467,2016,7,10,18,91.0,8.0,14.0,1100,223.0,34.3,990.8,20.7,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56.0
11546,2014,6,25,1,132.0,12.0,65.0,1100,85.0,25.3,993.9,16.4,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79.0
8072,2014,1,31,7,171.0,63.0,43.0,1400,18.0,-1.3,1011.5,-6.3,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,123.0
7716,2014,1,16,11,340.0,144.0,129.0,5100,14.0,5.0,1017.5,-20.4,0.0,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,313.0
25918,2016,2,13,21,7.0,2.0,25.0,400,65.0,-4.0,1022.7,-22.1,0.0,3.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
6038,2013,11,7,13,40.0,12.0,36.0,400,37.485,14.6,1009.9,-8.8,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.0
32877,2016,11,29,20,122.0,8.0,87.0,2300,2.0,1.8,1022.3,-1.3,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106.0
12474,2014,8,2,17,166.0,2.0,28.0,1100,322.0,33.1,991.7,23.4,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0
4285,2013,8,26,12,39.0,1.0,7.0,400,155.0,33.3,996.5,11.8,0.0,2.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
17761,2015,3,11,0,118.0,37.0,80.0,2600,7.0,-0.4,1015.2,-20.1,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101.0
24181,2015,12,3,12,49.0,5.0,20.0,400,33.0,0.9,1015.2,-15.2,0.0,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0
19886,2015,6,7,13,20.0,2.0,6.0,300,93.0,28.6,998.4,4.8,0.0,2.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0
18748,2015,4,21,3,81.0,3.0,27.0,600,74.0,10.3,1001.0,-1.1,0.0,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59.0
26872,2016,3,24,15,6.0,3.0,25.0,400,80.0,14.7,1019.2,-15.5,0.0,3.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
19806,2015,6,4,5,34.0,6.0,29.0,400,82.0,25.1,997.9,7.7,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32.0
34779,2017,2,17,2,6.0,3.0,13.0,500,68.0,-0.7,1022.9,-19.8,0.0,2.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
27295,2016,4,11,6,80.0,6.0,63.0,600,23.0,6.8,1012.7,-5.9,0.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
5979,2013,11,5,2,76.0,9.0,64.0,1300,11.3526,7.5,1014.8,-0.2,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56.0
28661,2016,6,7,4,60.0,2.0,55.0,700,14.0,19.7,1003.0,18.7,0.0,0.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.0
29963,2016,7,31,10,44.0,2.0,44.0,1100,48.0,24.7,1001.2,22.8,0.2,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.0
33154,2016,12,11,9,111.0,14.0,79.0,2900,3.0,-4.6,1018.5,-10.0,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104.0
33076,2016,12,8,3,200.0,20.0,111.0,4000,3.0,0.6,1008.1,-5.0,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,170.0
10416,2014,5,8,23,92.0,19.0,43.0,800,87.0,18.3,1005.4,4.1,0.0,2.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0
16925,2015,2,4,4,24.0,10.0,23.0,400,35.0,-2.0,1026.0,-16.5,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
33291,2016,12,17,2,100.0,40.0,45.0,2000,2.0,-3.8,1013.3,-10.9,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.0
31163,2016,9,19,10,6.0,2.0,16.0,500,46.0,20.9,1015.0,7.8,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
21529,2015,8,15,0,43.0,2.0,16.0,400,81.0,23.7,996.0,15.5,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.0
16246,2015,1,6,21,131.0,46.0,85.0,2200,15.0,-1.0,1018.0,-19.1,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98.0
2087,2013,5,26,22,16.0,8.0,24.0,600,41.0,17.1,1002.4,16.0,0.4,3.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0
8640,2014,2,23,23,273.0,171.0,100.0,4500,6.0,2.0,1020.3,-3.7,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,239.0
