No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Dingling,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
22726,2015,10,3,21,21.0,8.0,24.0,500,62.0,17.0,1012.7,8.9,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0
16620,2015,1,22,11,106.0,78.0,70.0,2400,9.0,1.0,1018.0,-13.5,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96.0
15253,2014,11,26,12,295.0,57.0,117.0,3100,3.0,7.0,1020.0,-0.5,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,270.0
12522,2014,8,4,17,6.0,2.0,4.0,300,72.0,24.5,997.2,20.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0
12516,2014,8,4,11,5.0,2.0,5.0,300,72.0,23.7,996.7,18.8,0.4,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
19365,2015,5,16,20,124.0,15.0,18.0,700,162.0,25.1,995.2,6.8,0.0,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54.0
24211,2015,12,4,18,22.0,9.0,16.0,400,55.0,4.7,1015.7,-10.6,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0
14668,2014,11,2,3,7.0,2.0,3.0,100,72.0,8.5,1014.0,-13.2,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0
10154,2014,4,28,1,112.0,6.0,29.0,1300,49.0,15.0,1012.8,7.5,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97.0
19337,2015,5,15,16,65.0,4.0,12.0,300,133.0,25.6,1003.2,2.9,0.0,3.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
18893,2015,4,27,4,123.0,6.0,18.0,600,71.0,19.7,997.3,10.9,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.0
34322,2017,1,29,1,77.0,22.0,27.0,700,66.0,0.82,1013.4,-13.1,0.0,6.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77.0
12735,2014,8,13,14,33.0,2.0,26.0,600,52.0,21.5,999.3,19.1,0.1,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.0
21730,2015,8,23,9,61.0,12.0,15.0,1400,63.0,25.2,1000.9,19.3,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0
2037,2013,5,24,20,31.0,4.0,8.0,300,85.0,22.6,1004.2,10.4,0.0,1.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
29125,2016,6,26,12,61.0,2.0,23.0,400,180.0,34.3,996.3,12.6,0.0,2.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39.0
29021,2016,6,22,4,36.0,2.0,19.0,400,32.0,22.3,994.8,18.7,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32.0
10751,2014,5,22,22,85.0,11.0,20.0,300,133.0,27.5,999.4,11.9,0.0,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0
22874,2015,10,10,1,14.0,6.0,5.0,300,53.0,10.6,1006.4,-6.3,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
27599,2016,4,23,22,59.0,2.0,17.0,400,65.0,14.9,1004.9,-7.3,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0
33779,2017,1,6,10,227.0,20.0,64.0,4200,14.0,0.7,1019.7,-3.2,0.0,0.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,227.0
12049,2014,7,16,0,34.0,2.0,11.0,500,62.0,22.8,994.5,19.0,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0
22937,2015,10,12,16,22.0,11.0,8.0,400,103.0,25.6,1009.5,-2.1,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0
22906,2015,10,11,9,31.0,9.0,8.0,400,75.0,16.9,1009.1,0.5,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
25890,2016,2,12,17,245.0,10.0,73.0,2900,28.0,6.9,1005.3,3.1,0.2,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,245.0
11275,2014,6,13,18,10.0,2.0,4.0,200,145.0,21.4,998.9,15.2,0.1,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.0
9236,2014,3,20,19,13.0,2.0,2.0,200,91.0,14.6,1014.7,-14.6,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
7792,2014,1,19,15,221.0,101.0,85.0,2600,18.0,3.9,1010.8,-7.3,0.0,2.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0
24004,2015,11,26,3,10.0,3.0,2.0,300,50.0,-9.8,1025.0,-21.2,0.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
27243,2016,4,9,2,267.0,5.0,33.0,200,26.0,11.3,1000.0,-6.1,0.0,1.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45.0
16716,2015,1,26,11,20.0,14.0,9.0,400,56.0,3.0,1022.0,-13.8,0.0,5.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0
21440,2015,8,11,7,106.0,5.0,15.0,1100,53.0,24.5,1001.6,21.2,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91.0
20274,2015,6,23,17,167.0,21.0,22.0,1500,294.0,30.6,996.3,18.0,0.0,3.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167.0
7391,2014,1,2,22,120.0,53.0,93.0,2600,1.0,1.6,1009.2,-7.7,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0
20023,2015,6,13,6,18.0,2.0,6.0,200,94.0,21.9,994.4,13.3,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
29048,2016,6,23,7,53.0,2.0,26.0,500,65.0,25.8,994.2,17.4,0.0,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.0
13988,2014,10,4,19,87.0,2.0,31.0,1000,28.0,14.0,1012.7,12.9,0.0,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
22833,2015,10,8,8,5.0,15.0,19.0,500,45.0,14.4,1013.8,-3.9,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
34408,2017,2,1,15,14.0,4.0,4.0,300,91.0,5.4,1026.7,-26.4,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0
31821,2016,10,16,20,112.0,2.0,29.0,700,35.0,14.6,1008.0,13.0,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112.0
22043,2015,9,5,10,6.0,2.0,5.0,600,102.0,17.9,1002.2,17.1,2.2,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
23047,2015,10,17,6,244.0,5.0,30.0,2000,88.0,12.1,1008.2,10.3,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,244.0
2403,2013,6,9,2,44.0,3.0,26.0,1800,2.0,19.9,998.1,19.2,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67.0
17282,2015,2,19,1,288.0,41.0,35.0,1500,34.0,3.0,1019.0,-11.4,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.0
12057,2014,7,16,8,100.0,2.0,15.0,600,69.0,26.0,996.1,20.6,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61.0
13349,2014,9,8,4,5.0,2.0,8.0,200,76.0,19.0,1003.1,4.3,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0
2881,2013,6,29,0,29.0,3.0,4.0,800,114.0,21.4,993.9,19.7,0.5,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.0
12946,2014,8,22,9,47.0,2.0,22.0,400,61.0,27.4,1000.1,16.7,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
11484,2014,6,22,11,33.0,2.0,12.0,500,120.0,26.3,999.9,16.2,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
34100,2017,1,19,19,8.0,3.0,2.0,300,83.0,-6.175,1025.75,-26.0,0.0,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
16802,2015,1,30,1,5.0,3.0,3.0,200,72.0,-5.0,1026.0,-19.9,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
7017,2013,12,18,8,13.0,22.0,10.0,300,53.0,-5.2,1025.5,-18.3,0.0,2.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
26073,2016,2,20,8,35.0,12.0,15.0,800,52.0,-2.7,1023.9,-22.6,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.0
16815,2015,1,30,14,13.0,15.0,4.0,300,69.0,2.0,1027.0,-22.0,0.0,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0
26176,2016,2,24,15,38.0,6.0,3.0,300,86.0,6.8,1021.4,-18.9,0.0,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0
22192,2015,9,11,15,10.0,2.0,11.0,300,85.0,24.1,1004.7,8.9,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0
10461,2014,5,10,20,85.0,16.0,23.0,800,111.0,18.1,1006.7,6.0,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0
18038,2015,3,22,13,56.0,3.0,4.0,200,100.0,12.3,1019.4,-19.8,0.0,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.0
23894,2015,11,21,13,55.0,16.0,41.0,3200,2.0,0.5,1022.1,-0.2,0.3,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
16152,2015,1,2,23,136.0,40.0,71.0,2100,2.0,-5.0,1015.0,-18.5,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136.0
4327,2013,8,28,6,42.0,6.0,18.0,1300,76.0,21.7,992.2,20.9,2.3,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0
34977,2017,2,25,8,23.0,9.0,14.0,400,61.0,3.5,1015.6,-10.9,0.0,2.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
7052,2013,12,19,19,37.0,22.0,29.0,800,43.0,-3.7,1022.5,-17.3,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0
21462,2015,8,12,5,73.0,4.0,10.0,900,95.0,23.7,998.4,20.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67.0
14223,2014,10,14,14,89.0,12.0,42.0,600,53.0,21.4,1006.9,0.5,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0
12396,2014,7,30,11,54.0,2.0,19.0,900,108.0,24.5,998.2,21.2,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64.0
18806,2015,4,23,13,134.0,14.0,56.0,700,82.0,25.6,1004.1,4.1,0.0,1.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83.0
3637,2013,7,30,12,131.0,5.0,18.0,1000,185.0,33.3,988.2,21.5,0.0,2.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111.0
21778,2015,8,25,9,36.0,4.0,10.0,500,43.0,25.8,1003.1,17.2,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0
11756,2014,7,3,19,86.0,2.0,18.0,1000,102.0,26.6,992.0,22.7,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,146.0
15355,2014,11,30,18,279.0,2.0,2.0,200,68.0,0.8,1017.0,-28.6,0.0,4.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.0
30417,2016,8,19,8,7.0,2.0,2.0,800,49.0,26.9,996.9,21.0,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
23295,2015,10,27,14,45.0,8.0,10.0,600,74.0,16.7,1004.6,-6.4,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0
27734,2016,4,29,13,180.0,22.0,39.0,1500,140.0,20.9,998.1,8.8,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,180.0
24507,2015,12,17,2,9.0,8.0,8.0,300,46.0,-3.0,1024.3,-17.0,0.0,2.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
5013,2013,9,25,20,16.0,1.0,16.0,300,35.0,16.5,1009.0,2.5,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
22520,2015,9,25,7,25.0,2.0,13.0,300,38.0,13.7,1002.7,11.7,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
19927,2015,6,9,6,63.0,3.0,25.0,300,77.0,19.9,993.0,10.6,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0
3649,2013,7,31,0,39.0,3.0,3.0,400,142.0,22.2,991.5,20.7,0.8,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39.0
290,2013,3,13,1,7.0,3.0,2.0,200,83.0,2.6,1016.4,-11.7,0.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
16537,2015,1,19,0,39.0,2.0,2.0,300,69.0,2.0,1016.0,-15.5,0.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
25489,2016,1,27,0,62.0,22.0,21.0,1000,39.0,-6.5,1019.2,-18.8,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62.0
226,2013,3,10,9,19.0,13.0,13.0,400,91.0,9.4,1019.2,-18.7,0.0,3.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.0
9235,2014,3,20,18,9.0,2.0,2.0,200,93.0,15.9,1014.3,-13.5,0.0,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0
33565,2016,12,28,12,62.0,8.0,9.0,400,64.0,0.7,1023.7,-18.1,0.0,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0
9201,2014,3,19,8,82.0,16.0,33.0,800,24.0,7.1,1013.3,-7.4,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,56.0
17955,2015,3,19,2,90.0,7.0,23.0,900,54.0,5.0,1007.2,-7.8,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73.0
20915,2015,7,20,10,29.0,2.0,13.0,300,48.0,24.0,1000.1,21.7,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.0
10224,2014,4,30,23,87.0,11.0,17.0,600,151.0,19.3,998.9,9.8,0.0,1.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.0
4314,2013,8,27,17,121.0,7.0,24.0,1500,34.0,24.7,997.3,20.6,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0
9639,2014,4,6,14,62.0,5.0,32.0,1000,102.0,25.6,1004.8,-9.7,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.0
24078,2015,11,29,5,185.0,21.0,71.0,4300,2.0,-3.5,1016.8,-5.5,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,185.0
9144,2014,3,16,23,212.0,48.0,48.0,1600,57.0,9.3,1002.7,-3.0,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0
22380,2015,9,19,11,26.0,2.0,30.0,300,56.0,26.1,1009.9,9.9,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.0
25072,2016,1,9,15,25.0,16.0,11.0,400,68.0,5.5,1013.5,-15.7,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.0
28804,2016,6,13,3,25.0,2.0,10.0,400,119.0,19.2,995.2,16.1,0.0,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.0
12768,2014,8,14,23,14.0,2.0,19.0,300,66.0,21.8,998.0,12.1,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
14940,2014,11,13,11,14.0,6.0,2.0,200,69.0,9.6,1018.0,-14.3,0.0,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
28529,2016,6,1,16,48.0,3.0,10.0,400,176.0,29.6,1001.2,8.1,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.0
28854,2016,6,15,5,8.0,2.0,8.0,400,88.0,18.1,993.8,13.6,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
32131,2016,10,29,18,68.0,3.0,28.0,500,26.0,9.5,1017.5,-4.9,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28.0
19551,2015,5,24,14,211.0,22.0,36.0,1400,336.0,31.6,995.3,12.9,0.0,3.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0
17694,2015,3,8,5,226.0,14.0,41.0,1800,26.0,1.4,1009.5,-3.1,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,226.0
8723,2014,2,27,10,5.0,2.0,2.0,100,78.0,4.9,1022.7,-15.7,0.0,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
19628,2015,5,27,19,129.0,6.0,20.0,600,213.0,29.2,993.7,11.7,0.0,3.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.0
31913,2016,10,20,16,104.0,4.0,13.0,900,6.0,13.1,1012.5,7.3,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39.0
1288,2013,4,23,15,208.0,18.0,55.0,1200,55.0,15.8,1000.6,8.3,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,247.0
17644,2015,3,6,3,160.0,36.0,41.0,1300,31.0,-2.2,1012.7,-15.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134.0
12789,2014,8,15,20,50.0,2.0,21.0,500,147.0,26.5,997.7,15.5,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.0
28507,2016,5,31,18,202.0,5.0,20.0,500,102.0,24.7,1001.5,6.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.0
5079,2013,9,28,14,295.0,16.0,44.0,1600,103.0,19.4,1001.4,12.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,285.0
17893,2015,3,16,12,271.0,41.0,54.0,1700,60.0,13.0,1002.5,1.3,0.0,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,189.0
13597,2014,9,18,12,52.0,4.0,29.0,500,96.0,27.0,1009.9,6.9,0.0,2.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
3107,2013,7,8,10,27.0,3.0,7.0,600,68.0,26.8,994.4,22.6,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
17194,2015,2,15,9,360.0,50.0,63.0,4100,20.0,2.0,1011.0,-5.6,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,360.0
26235,2016,2,27,2,5.0,3.0,5.0,200,83.0,2.5,1015.2,-12.2,0.0,2.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
28114,2016,5,15,9,10.0,2.0,11.0,300,63.0,19.3,1006.3,0.3,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0
18047,2015,3,22,22,65.0,6.0,17.0,400,67.0,6.1,1020.0,-17.2,0.0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.0
1379,2013,4,27,10,51.0,32.0,19.0,700,99.0,20.8,1003.6,-3.7,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.0
2658,2013,6,19,17,28.0,3.0,8.0,300,162.0,34.7,992.8,9.9,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0
15034,2014,11,17,9,26.0,28.0,22.0,500,41.0,6.2,1019.0,-10.1,0.0,3.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.0
26339,2016,3,2,10,140.0,26.0,52.0,1500,45.0,9.0,1008.6,-7.3,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0
16003,2014,12,27,18,227.0,61.0,134.0,3300,2.0,3.8,1026.0,-9.2,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.0
32173,2016,10,31,12,111.0,4.0,3.0,300,55.0,4.5,1028.7,-17.2,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
6294,2013,11,18,5,6.0,3.0,5.0,200,44.3394,3.2,1018.2,-14.0,0.0,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
12680,2014,8,11,7,6.0,2.0,13.0,300,68.0,28.0,997.2,11.5,0.0,2.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0
23223,2015,10,24,14,31.0,8.0,31.0,1000,79.0,19.2,1016.6,2.5,0.0,3.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31.0
32362,2016,11,8,9,27.0,9.0,17.0,600,33.0,7.0,1026.4,-6.7,0.0,0.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.0
15064,2014,11,18,15,132.0,48.0,78.0,1200,21.0,13.3,1014.0,-7.4,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0
13468,2014,9,13,3,84.0,2.0,14.0,700,28.0,19.1,1006.1,16.1,0.0,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0
9560,2014,4,3,7,5.0,2.0,6.0,200,83.0,13.2,1016.7,-12.1,0.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
8952,2014,3,8,23,7.0,2.0,2.0,200,76.0,2.7,1015.4,-18.1,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
24471,2015,12,15,14,6.0,2.0,2.0,200,63.0,3.7,1016.7,-16.7,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0
19405,2015,5,18,12,84.0,2.0,11.0,200,108.0,25.4,993.6,-4.1,0.0,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.0
32326,2016,11,6,21,69.0,4.0,36.0,1100,23.0,7.6,1016.9,-3.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0
2596,2013,6,17,3,53.0,3.0,5.0,900,47.0,20.9,994.2,19.4,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.0
21631,2015,8,19,6,38.0,5.0,12.0,600,84.0,22.5,1004.0,18.3,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38.0
21106,2015,7,28,9,33.0,2.0,37.0,700,34.0,24.4,995.6,22.7,0.3,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.0
7838,2014,1,21,13,14.0,17.0,2.0,200,70.0,4.1,1020.7,-20.3,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0
31901,2016,10,20,4,223.0,2.0,4.0,1600,3.0,16.5,1011.0,15.2,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,223.0
34048,2017,1,17,15,113.0,31.0,50.0,1300,46.0,2.875,1019.0,-10.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111.0
14943,2014,11,13,14,11.0,7.0,2.0,200,73.0,11.8,1019.0,-14.9,0.0,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
21566,2015,8,16,13,66.0,6.0,17.0,600,204.0,33.6,996.4,16.5,0.0,2.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0
32539,2016,11,15,18,81.0,10.0,61.0,1400,11.0,6.8,1013.6,-8.4,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0
23275,2015,10,26,18,81.0,2.0,7.0,500,74.0,13.6,1007.1,-6.6,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
30352,2016,8,16,15,34.0,2.0,12.0,600,195.0,31.7,994.8,19.3,0.0,2.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0
10787,2014,5,24,10,21.0,2.0,16.0,500,41.0,19.7,999.6,17.3,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38.0
153,2013,3,7,8,29.0,20.0,28.0,600,52.0,7.0,1003.4,-3.6,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33.0
28941,2016,6,18,20,106.0,3.0,22.0,600,166.0,29.7,995.4,15.4,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0
7368,2014,1,1,23,90.0,25.0,31.0,800,24.0,0.6,1009.7,-12.1,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49.0
17468,2015,2,26,19,32.0,3.0,2.0,200,87.0,3.0,1017.2,-21.2,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
9276,2014,3,22,11,36.0,13.0,5.0,300,83.0,21.4,1008.3,-15.9,0.0,3.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.0
1932,2013,5,20,11,42.0,3.0,8.0,200,85.0,26.7,992.1,-4.0,0.0,4.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42.0
30643,2016,8,28,18,54.0,2.0,6.0,300,82.0,31.8,1000.8,8.7,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
