No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Shunyi,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
7601,2014,1,11,16,116.0,97.0,105.0,1400,7.0,2.4,1023.8,-18.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.0
8061,2014,1,30,20,269.0,73.0,55.0,1500,22.0,0.1,1016.6,-4.0,0.0,2.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,146.0
15027,2014,11,17,2,5.0,2.0,28.0,1500,36.0,4.9,1013.0,-9.7,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
24589,2015,12,20,12,183.0,22.0,65.0,2700,8.0,1.3,1022.2,-3.8,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,183.0
6934,2013,12,14,21,27.0,32.0,37.0,1300,24.0,-1.6,1027.7,-19.1,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0
10163,2014,4,28,10,126.0,12.0,29.0,800,82.0,22.6,1017.0,4.6,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87.0
13562,2014,9,17,1,101.0,5.0,65.0,1000,2.0,15.7,1016.5,13.4,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67.0
13294,2014,9,5,21,168.0,4.0,23.0,1200,147.0,24.1,1007.9,19.8,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,132.0
9757,2014,4,11,12,27.0,7.0,20.0,400,100.0,16.5,1015.7,-2.6,0.0,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.0
22508,2015,9,24,19,126.0,2.0,32.0,1200,95.0,17.0,1004.4,15.3,15.3,3.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126.0
22344,2015,9,17,23,178.0,2.0,88.0,1300,2.0,21.3,1013.1,18.3,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,178.0
21473,2015,8,12,16,54.0,3.0,18.0,800,223.0,37.0,1000.2,17.1,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54.0
16434,2015,1,14,17,166.0,44.0,72.0,1800,13.0,-0.1,1026.2,-9.8,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166.0
23221,2015,10,24,12,37.0,7.0,39.0,700,37.0,18.9,1022.9,7.6,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37.0
20873,2015,7,18,16,52.0,2.0,14.0,700,150.0,28.0,1002.0,19.8,0.0,1.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52.0
15395,2014,12,2,10,59.0,16.0,36.0,700,23.0,-5.1,1014.0,-23.1,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
983,2013,4,10,22,29.0,3.0,44.0,1300,48.8376,3.9,1015.3,-11.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.0
34217,2017,1,24,16,62.0,19.0,71.0,100,40.0,2.075,1032.0,-16.8,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.0
13626,2014,9,19,17,92.0,5.0,37.0,700,140.0,21.0,1007.2,13.2,0.0,3.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85.0
16369,2015,1,12,0,206.0,44.0,81.0,3300,20.0,-1.0,1031.0,-9.4,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,183.0
5988,2013,11,5,11,194.0,37.0,79.0,1600,4.284,12.8,1016.6,2.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,128.0
26240,2016,2,27,7,11.0,7.0,37.0,500,40.0,-2.0,1021.8,-11.8,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0
12495,2014,8,3,14,124.0,2.0,11.0,900,238.0,33.7,996.2,23.4,0.0,2.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,124.0
375,2013,3,16,14,122.0,59.0,56.0,1600,101.0,14.5,1019.1,-1.6,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,164.0
24080,2015,11,29,7,254.0,23.0,101.0,6100,5.0,-4.1,1022.8,-5.5,0.0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,254.0
13394,2014,9,10,1,142.0,4.0,55.0,1400,44.0,18.9,1009.2,15.6,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
23838,2015,11,19,5,107.0,2.0,42.0,900,2.0,3.9,1021.1,3.2,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0
34456,2017,2,3,15,213.0,55.0,57.0,2200,88.0,5.8,1017.5,-16.1,0.0,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,204.0
23214,2015,10,24,5,50.0,2.0,37.0,400,2.0,9.0,1017.0,7.9,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0
33180,2016,12,12,11,197.0,45.0,71.0,2000,12.0,3.4,1021.2,-4.3,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,197.0
11609,2014,6,27,16,5.0,2.0,8.0,200,119.0,33.0,1001.5,8.4,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0
16738,2015,1,27,9,9.0,2.0,22.0,500,44.0,-7.0,1035.0,-23.8,0.0,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
28174,2016,5,17,21,124.0,10.0,56.0,500,164.0,26.6,1006.5,10.7,0.0,2.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.0
9637,2014,4,6,12,59.0,12.0,55.0,500,59.0,23.8,1013.4,-9.7,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.0
17224,2015,2,16,15,60.0,2.0,24.0,200,74.0,11.0,1014.0,-13.2,0.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
26221,2016,2,26,12,38.0,12.0,38.0,800,49.0,5.7,1021.2,-16.8,0.0,3.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.0
5906,2013,11,2,1,173.0,2.0,70.0,2800,0.4284,7.6,1020.0,6.2,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200.0
30155,2016,8,8,10,23.0,4.0,15.0,400,69.0,29.3,1007.0,18.7,0.0,2.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.0
33346,2016,12,19,9,94.0,17.0,61.0,3200,4.0,-1.9,1022.4,-6.3,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94.0
27874,2016,5,5,9,84.0,13.0,87.0,1100,2.0,19.5,1003.3,3.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39.0
30622,2016,8,27,21,77.0,2.0,87.0,500,5.0,23.3,1008.3,12.9,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.0
9786,2014,4,12,17,116.0,25.0,35.0,1200,168.0,20.1,1011.1,-1.1,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,354.0
6566,2013,11,29,13,42.0,26.0,52.0,1300,30.0,13.1,1014.2,-12.2,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31.0
1352,2013,4,26,7,65.0,9.0,51.0,600,5.0,13.3,1009.6,-3.5,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
16599,2015,1,21,14,7.0,2.0,10.0,200,75.0,5.0,1025.0,-20.4,0.0,3.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0
18428,2015,4,7,19,50.0,3.0,27.0,300,79.0,10.8,1023.2,-12.0,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0
814,2013,4,3,21,65.0,3.0,56.0,800,47.0,9.4,1012.8,-3.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57.0
30662,2016,8,29,13,19.0,7.0,23.0,300,125.0,30.3,1008.8,10.3,0.0,2.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.0
32373,2016,11,8,20,152.0,16.0,97.0,1900,5.0,4.8,1030.2,-2.3,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80.0
29318,2016,7,4,13,107.0,2.0,21.0,1600,141.0,30.9,1004.1,19.6,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,107.0
20511,2015,7,3,14,12.0,4.0,9.0,200,110.0,29.7,1003.9,9.8,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.0
9132,2014,3,16,11,131.0,57.0,61.0,1800,52.0,15.4,1014.4,-8.8,0.0,2.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86.0
5059,2013,9,27,18,332.0,31.0,49.0,2300,178.0,18.2,1006.6,12.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,275.0
12588,2014,8,7,11,53.0,4.0,15.0,700,123.0,31.0,1006.1,13.3,0.0,1.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.0
28579,2016,6,3,18,89.0,21.0,33.0,700,239.0,27.2,1001.1,11.6,0.0,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0
6672,2013,12,3,23,101.0,36.0,78.0,2000,4.0,0.0,1017.6,-6.8,0.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77.0
13746,2014,9,24,17,16.0,2.0,9.0,300,91.0,22.3,1011.6,14.4,0.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.0
7641,2014,1,13,8,46.0,31.0,54.0,1500,5.0,-8.0,1030.3,-17.1,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37.0
12625,2014,8,9,0,203.0,8.0,53.0,2000,90.0,24.2,1004.0,18.2,0.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,113.0
16116,2015,1,1,11,7.0,4.0,14.0,400,47.0,-2.0,1031.0,-23.9,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
26596,2016,3,13,3,148.0,24.0,91.0,2500,2.0,-0.5,1019.5,-7.8,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,148.0
107,2013,3,5,10,136.0,79.0,70.0,2200,84.0,8.3,1014.7,-7.1,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,114.0
25954,2016,2,15,9,39.0,9.0,34.0,400,40.0,-2.5,1024.1,-17.7,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.0
33542,2016,12,27,13,18.0,5.0,16.0,700,64.0,1.7,1031.6,-16.8,0.0,2.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.0
23010,2015,10,15,17,121.0,12.0,88.0,1000,101.0,23.1,1011.8,9.5,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.0
11857,2014,7,8,0,121.0,20.0,34.0,1100,128.0,26.8,996.9,20.6,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119.0
2,2013,3,1,1,12.0,3.0,7.0,300,47.0,-1.1,1026.1,-21.3,0.0,9.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
13886,2014,9,30,13,39.0,11.0,28.0,400,37.0,15.2,1021.6,-1.4,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
21617,2015,8,18,16,49.0,2.0,23.0,700,189.0,30.0,1006.0,17.1,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.0
4832,2013,9,18,7,86.0,1.0,24.0,1600,1.0,19.8,1017.3,19.0,0.4,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83.0
11919,2014,7,10,14,12.0,2.0,8.0,200,149.0,36.3,994.9,10.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0
18882,2015,4,26,17,137.0,26.0,27.0,700,210.0,30.9,1002.5,7.4,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.0
13040,2014,8,26,7,8.0,2.0,24.0,300,43.0,23.2,1010.8,11.9,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
9567,2014,4,3,14,134.0,2.0,11.0,200,94.0,18.3,1018.5,-20.0,0.0,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0
28463,2016,5,29,22,83.0,7.0,47.0,600,111.0,23.2,1002.0,8.8,0.0,2.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.0
24840,2015,12,30,23,20.0,3.0,24.0,600,42.0,-1.2,1030.9,-11.4,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0
11961,2014,7,12,8,15.0,2.0,11.0,300,69.0,28.2,1000.8,11.3,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
15877,2014,12,22,12,60.0,45.0,47.0,1000,24.0,4.3,1020.0,-13.6,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37.0
33545,2016,12,27,16,32.0,5.0,23.0,600,60.0,2.4,1029.4,-17.8,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0
17235,2015,2,17,2,22.0,9.0,8.0,300,70.0,3.0,1015.0,-11.0,0.0,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.0
20047,2015,6,14,6,28.0,2.0,38.0,700,9.0,18.1,1005.7,15.7,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
27855,2016,5,4,14,32.0,2.0,24.0,100,132.0,27.4,1001.1,-3.5,0.0,3.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.0
8160,2014,2,3,23,27.0,6.0,14.0,400,65.0,-2.8,1025.9,-29.3,0.0,3.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
24891,2016,1,2,2,233.0,46.0,46.0,2000,2.0,-2.8,1017.5,-7.5,0.0,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,233.0
33711,2017,1,3,14,127.0,26.0,69.0,2100,59.0,8.3,1016.7,-8.7,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0
34793,2017,2,17,16,18.0,4.0,9.0,200,92.0,6.4,1024.2,-23.1,0.0,5.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0
9021,2014,3,11,20,76.0,4.0,8.0,300,82.0,10.0,1018.3,-7.7,0.0,6.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
4713,2013,9,13,8,66.0,1.0,32.0,700,25.0,19.7,1004.0,16.9,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60.0
10296,2014,5,3,23,162.0,2.0,9.0,200,78.0,11.6,1014.2,-5.0,0.0,6.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.0
4825,2013,9,18,0,93.0,2.0,33.0,2500,1.0,19.9,1015.3,18.9,0.0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84.0
7003,2013,12,17,18,20.0,5.0,25.0,400,43.0,-1.0,1031.3,-19.1,0.0,3.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
919,2013,4,8,6,61.0,3.0,25.0,500,62.0,7.1,1008.4,-16.4,0.0,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33.0
12444,2014,8,1,11,166.0,4.0,21.0,1300,96.0,30.5,1003.9,22.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,166.0
19273,2015,5,13,0,78.0,4.0,76.0,600,25.0,14.3,990.5,9.1,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58.0
34418,2017,2,2,1,112.0,35.0,59.0,2500,9.0,-5.7,1031.3,-19.4,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112.0
30579,2016,8,26,2,23.0,2.0,19.0,200,41.0,18.9,1013.7,9.7,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
5135,2013,9,30,22,103.0,3.0,49.0,1200,1.0,18.0,1014.2,16.7,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
25442,2016,1,25,1,25.0,6.0,14.0,100,67.0,-8.8,1031.4,-23.7,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.0
11143,2014,6,8,6,21.0,2.0,39.0,300,21.0,18.4,999.8,11.9,0.0,2.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0
7386,2014,1,2,17,187.0,98.0,102.0,2600,4.0,2.5,1013.1,-5.9,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121.0
22389,2015,9,19,20,76.0,2.0,73.0,500,70.0,20.7,1011.4,11.3,0.0,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.0
20498,2015,7,3,1,98.0,7.0,63.0,500,9.0,21.3,1002.7,12.2,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
18052,2015,3,23,3,137.0,12.0,60.0,1000,2.0,2.0,1026.6,-6.3,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59.0
23074,2015,10,18,9,10.0,3.0,20.0,300,31.0,16.6,1023.6,2.9,0.0,2.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
31482,2016,10,2,17,175.0,11.0,43.0,1100,162.0,23.6,1006.6,14.6,0.0,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,169.0
8441,2014,2,15,16,359.0,104.0,83.0,2900,51.0,3.1,1020.1,-5.6,0.0,0.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,400.0
28599,2016,6,4,14,95.0,13.0,26.0,600,252.0,30.8,1002.1,10.2,0.0,3.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95.0
24967,2016,1,5,6,9.0,2.0,15.0,400,52.0,-6.1,1028.2,-20.9,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
14270,2014,10,16,13,54.0,4.0,38.0,300,62.0,21.6,1015.6,-5.3,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0
18730,2015,4,20,9,111.0,7.0,64.0,900,25.0,15.8,1013.7,-0.9,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86.0
15577,2014,12,10,0,300.0,103.0,109.0,6300,13.0,-0.5,1020.0,-7.5,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,237.0
18671,2015,4,17,22,214.0,25.0,126.0,1100,6.0,17.1,1006.0,6.3,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0
28740,2016,6,10,11,98.0,2.0,14.0,800,144.0,25.8,999.5,19.4,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.0
25783,2016,2,8,6,529.0,84.0,55.0,2500,6.0,-5.4,1008.8,-13.7,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,492.0
16166,2015,1,3,13,117.0,86.0,75.0,2600,23.0,2.0,1013.0,-14.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,116.0
31349,2016,9,27,4,65.0,3.0,37.0,900,2.0,18.3,1012.0,16.8,0.0,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65.0
20441,2015,6,30,16,17.0,2.0,22.0,400,95.0,27.9,995.8,11.9,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.0
26336,2016,3,2,7,186.0,18.0,93.0,4300,5.0,-2.3,1014.3,-7.8,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,186.0
9762,2014,4,11,17,63.0,9.0,30.0,500,115.0,16.6,1012.8,-3.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52.0
12012,2014,7,14,11,31.0,2.0,9.0,300,124.0,33.4,999.2,12.9,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0
29988,2016,8,1,11,38.0,2.0,15.0,700,62.0,29.5,1006.2,24.1,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
1130,2013,4,17,1,112.0,16.0,36.0,500,67.0,8.4,1009.7,0.1,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45.0
2968,2013,7,2,15,5.0,3.0,12.0,200,114.0,35.7,991.1,16.4,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.0
19233,2015,5,11,8,42.0,2.0,47.0,1600,2.0,10.1,1006.9,8.9,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.0
13423,2014,9,11,6,86.0,2.0,42.0,1100,28.0,19.9,1011.7,15.7,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75.0
733,2013,3,31,12,180.0,5.0,40.0,1100,21.0,6.3,1015.4,2.2,0.0,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170.0
6752,2013,12,7,7,63.0,17.0,54.0,2500,2.0,-2.0,1017.8,-6.6,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76.0
23240,2015,10,25,7,69.0,2.0,54.0,1000,2.0,10.1,1026.5,2.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.0
8457,2014,2,16,8,207.0,70.0,46.0,2200,35.0,-0.9,1026.6,-7.5,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,281.0
9758,2014,4,11,13,13.0,5.0,11.0,300,119.0,17.5,1014.7,-2.2,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0
20448,2015,6,30,23,43.0,2.0,72.0,500,8.0,20.3,994.2,16.5,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
23654,2015,11,11,13,56.0,3.0,26.0,1000,27.0,7.2,1027.5,2.1,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0
24974,2016,1,5,13,9.0,2.0,13.0,500,60.0,0.2,1025.5,-20.2,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
16709,2015,1,26,4,270.0,2.0,67.0,4300,16.0,-5.0,1018.0,-6.4,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,270.0
29910,2016,7,29,5,124.0,2.0,31.0,800,45.0,25.7,999.4,24.3,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,124.0
25808,2016,2,9,7,28.0,6.0,23.0,600,40.0,-3.1,1019.5,-12.6,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0
20850,2015,7,17,17,26.0,2.0,15.0,600,109.0,27.4,1002.3,18.7,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
24369,2015,12,11,8,8.0,4.0,29.0,300,34.0,-2.1,1027.4,-9.5,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
11530,2014,6,24,9,95.0,7.0,48.0,600,50.0,28.6,1002.0,16.5,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54.0
10523,2014,5,13,10,130.0,13.0,58.0,900,37.0,23.9,997.4,10.9,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81.0
96,2013,3,4,23,103.0,32.0,103.0,1600,84.0,6.2,1018.3,-10.6,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72.0
9547,2014,4,2,18,246.0,29.0,41.0,1400,124.0,17.0,1015.0,2.2,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,128.0
5897,2013,11,1,16,270.0,27.0,139.0,1800,6.2118,11.8,1020.9,4.0,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,251.0
25576,2016,1,30,15,19.0,5.0,15.0,400,68.0,-3.1,1030.8,-24.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.0
19299,2015,5,14,2,104.0,2.0,7.0,200,77.0,19.8,999.8,-0.3,0.0,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.0
34318,2017,1,28,21,279.0,49.0,84.0,4300,2.0,-3.2,1018.0,-7.4,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,245.0
15193,2014,11,24,0,189.0,2.0,73.0,2800,6.0,0.3,1023.0,-0.8,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,154.0
21664,2015,8,20,15,22.0,3.0,8.0,400,120.0,32.9,1002.4,12.5,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.0
16376,2015,1,12,7,122.0,22.0,64.0,2900,13.0,-6.0,1034.0,-10.6,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0
20550,2015,7,5,5,39.0,2.0,34.0,600,18.0,17.3,1007.3,14.2,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.0
33299,2016,12,17,10,119.0,28.0,66.0,2200,9.0,0.6,1020.1,-7.9,0.0,0.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90.0
18740,2015,4,20,19,96.0,14.0,42.0,500,117.0,19.6,1007.4,-1.5,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58.0
29106,2016,6,25,17,29.0,2.0,21.0,600,146.0,34.8,1001.0,9.9,0.0,3.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
