No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Tiantan,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
13713,2014,9,23,8,58.0,3.0,47.0,1200,3.0,18.1,1014.9,16.4,0.7,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0
12297,2014,7,26,8,176.0,11.0,49.0,1600,68.0,28.3,1005.4,21.1,0.0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,159.0
16112,2015,1,1,7,17.0,5.0,40.0,500,19.0,-9.0,1032.0,-22.7,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
32312,2016,11,6,7,55.0,5.0,51.0,1000,14.0,6.6,1024.5,-2.8,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55.0
19737,2015,6,1,8,179.0,14.0,137.0,1500,19.0,26.3,996.4,18.2,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.0
11849,2014,7,7,16,238.0,13.0,22.0,1200,221.0,30.9,995.7,23.0,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,235.0
28589,2016,6,4,4,105.0,17.0,24.0,800,95.0,23.0,1001.0,11.7,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.0
29653,2016,7,18,12,98.0,11.0,33.0,1100,132.0,28.4,1003.3,21.4,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0
6533,2013,11,28,4,9.0,6.0,11.0,600,43.0,-3.0,1023.6,-26.1,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.0
8856,2014,3,4,23,7.0,3.0,27.0,300,54.0,2.4,1025.5,-20.9,0.0,4.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
14161,2014,10,12,0,13.0,7.0,25.0,300,59.0,15.2,1023.8,4.8,0.0,3.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13.0
33833,2017,1,8,16,154.0,15.0,82.0,2300,30.0,6.9,1015.9,-10.4,0.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,128.0
18238,2015,3,30,21,289.0,32.0,105.0,1700,66.0,18.7,1004.5,8.6,0.0,2.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181.0
26051,2016,2,19,10,111.0,9.0,34.0,600,50.0,4.1,1024.0,-13.7,0.0,2.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.0
1475,2013,5,1,10,100.0,14.0,30.0,700,79.0,20.7,1012.6,-0.6,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.0
25129,2016,1,12,0,27.0,10.0,34.0,600,44.0,-7.3,1032.3,-23.2,0.0,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
20365,2015,6,27,12,118.0,10.0,68.0,1400,71.0,26.6,1001.7,20.4,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,118.0
33693,2017,1,2,20,171.0,10.0,105.0,2900,23.0,2.9,1021.1,-9.4,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171.0
6537,2013,11,28,8,24.0,7.0,33.0,700,26.0,-0.7,1024.3,-25.0,0.0,3.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
8394,2014,2,13,17,150.0,82.0,57.0,1600,75.0,-1.0,1027.5,-7.6,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,182.0
5597,2013,10,20,4,7.0,2.0,44.0,400,1.0,5.9,1022.4,2.2,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
30281,2016,8,13,16,17.0,6.0,72.0,600,66.0,32.4,1000.4,19.3,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.0
2552,2013,6,15,7,119.0,24.0,80.0,2000,10.0,22.6,1004.9,14.2,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0
12428,2014,7,31,19,150.0,2.0,17.0,1200,197.0,28.5,1001.4,22.3,0.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150.0
13177,2014,9,1,0,94.0,2.0,67.0,1600,13.0,20.7,1009.7,19.9,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0
32352,2016,11,7,23,36.0,3.0,52.0,500,10.0,7.1,1030.5,-9.8,0.0,1.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.0
20005,2015,6,12,12,17.0,2.0,21.0,400,92.0,27.3,993.9,8.2,0.0,4.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
23628,2015,11,10,11,159.0,3.0,59.0,1500,5.0,5.3,1025.9,3.0,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,155.0
29189,2016,6,29,4,89.0,2.0,27.0,800,16.0,21.1,999.8,19.9,0.0,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.0
12623,2014,8,8,22,100.0,4.0,40.0,900,118.0,26.7,1003.6,16.3,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58.0
9507,2014,4,1,2,136.0,6.0,69.0,1300,16.0,9.3,1010.7,8.2,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.0
11892,2014,7,9,11,14.0,3.0,50.0,600,39.0,30.1,1001.2,11.6,0.0,2.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
18903,2015,4,27,14,159.0,24.0,24.0,900,231.0,26.5,999.2,13.6,0.0,2.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
17731,2015,3,9,18,16.0,4.0,20.0,300,85.0,2.9,1030.7,-31.3,0.0,3.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0
19672,2015,5,29,15,68.0,5.0,39.0,700,205.0,29.8,999.9,13.5,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59.0
29303,2016,7,3,22,107.0,6.0,39.0,1000,58.0,28.2,1003.2,20.2,0.0,1.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107.0
2748,2013,6,23,11,23.0,10.0,43.0,600,97.0,28.5,999.7,14.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0
17120,2015,2,12,7,15.0,14.0,52.0,500,30.0,-4.0,1015.0,-14.8,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
30914,2016,9,9,1,58.0,2.0,55.0,500,20.0,20.9,1003.3,15.7,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30.0
13809,2014,9,27,8,41.0,2.0,60.0,700,12.0,19.2,1014.3,10.7,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
23062,2015,10,17,21,311.0,2.0,168.0,3400,2.0,14.1,1014.8,12.7,0.0,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,311.0
9873,2014,4,16,8,69.0,11.0,70.0,700,4.0,15.9,1011.9,2.3,0.0,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0
34891,2017,2,21,18,35.0,3.0,50.0,800,45.0,-1.8,1022.5,-5.8,0.0,2.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.0
27656,2016,4,26,7,128.0,50.0,62.0,2000,37.0,14.5,1013.1,3.3,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0
7319,2013,12,30,22,107.0,40.0,89.0,1400,2.0,3.7,1010.3,-18.5,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84.0
24094,2015,11,29,21,353.0,6.0,132.0,5700,3.0,-2.0,1023.3,-2.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,353.0
22783,2015,10,6,6,265.0,2.0,68.0,1800,5.0,13.8,1013.8,13.3,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,265.0
34534,2017,2,6,21,49.0,10.0,45.0,700,40.0,1.9,1028.5,-17.1,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31.0
11324,2014,6,15,19,81.0,15.0,58.0,1000,186.0,20.9,1000.6,17.9,20.8,4.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
18456,2015,4,8,23,136.0,6.0,58.0,1000,22.0,8.3,1018.1,1.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,136.0
22374,2015,9,19,5,19.0,2.0,55.0,500,2.0,18.0,1014.3,9.9,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.0
1040,2013,4,13,7,165.0,14.0,54.0,1600,3.0,12.8,998.5,1.8,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104.0
11975,2014,7,12,22,94.0,2.0,43.0,500,84.0,28.1,998.4,12.8,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0
6881,2013,12,12,16,45.0,5.0,16.0,300,56.0,-1.7,1019.7,-26.6,0.0,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0
11437,2014,6,20,12,24.0,2.0,20.0,700,131.0,25.9,1002.8,16.7,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.0
32207,2016,11,1,22,98.0,5.0,77.0,800,11.0,1.7,1026.9,-4.6,0.0,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
3696,2013,8,1,23,45.0,3.0,82.0,1000,2.0,21.9,1001.5,21.7,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.0
12248,2014,7,24,7,119.0,4.0,52.0,1100,4.0,25.1,1001.3,21.0,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0
14169,2014,10,12,8,3.0,2.0,43.0,300,28.0,15.2,1029.0,-2.3,0.0,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
30056,2016,8,4,7,119.0,2.0,32.0,1500,47.0,28.1,1006.5,23.9,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,119.0
13580,2014,9,17,19,48.0,2.0,35.0,500,65.0,17.2,1016.8,11.7,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23.0
18785,2015,4,22,16,100.0,5.0,15.0,400,178.0,25.0,1010.1,0.5,0.0,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62.0
20145,2015,6,18,8,14.0,2.0,52.0,500,34.0,26.2,1004.0,7.2,0.0,3.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
4810,2013,9,17,9,144.0,17.0,78.0,2200,1.0,21.1,1011.4,17.7,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.0
34457,2017,2,3,16,251.0,72.0,81.0,2500,74.0,6.1,1016.3,-13.5,0.0,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,217.0
9228,2014,3,20,11,26.0,8.0,22.0,400,71.0,13.8,1023.0,-11.6,0.0,3.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0
23029,2015,10,16,12,281.0,32.0,131.0,2700,109.0,20.6,1014.1,11.5,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.0
28626,2016,6,5,17,71.0,15.0,14.0,600,247.0,30.0,1003.1,12.4,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71.0
28776,2016,6,11,23,23.0,4.0,64.0,700,8.0,23.9,1004.4,14.6,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0
33121,2016,12,10,0,84.0,5.0,60.0,1300,2.0,-3.6,1026.1,-8.7,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56.0
25864,2016,2,11,15,151.0,24.0,82.0,2700,10.0,6.4,1010.9,1.5,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151.0
25090,2016,1,10,9,25.0,15.0,73.0,700,10.0,-4.1,1026.9,-13.8,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
26553,2016,3,11,8,26.0,7.0,57.0,700,26.0,0.8,1023.1,-17.0,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
34433,2017,2,2,16,99.0,30.0,70.0,1500,48.0,6.3,1022.8,-20.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.0
31990,2016,10,23,21,54.0,4.0,66.0,900,3.0,11.4,1017.25,3.5,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29.0
17676,2015,3,7,11,214.0,51.0,81.0,1900,37.0,8.3,1015.9,-4.5,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202.0
17475,2015,2,27,2,20.0,3.0,17.0,300,69.0,-1.2,1028.3,-19.2,0.0,2.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
34520,2017,2,6,7,12.0,8.0,32.0,300,56.0,-1.15,1027.0,-15.9,0.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0
3512,2013,7,25,7,51.0,3.0,47.0,500,19.0,27.7,997.7,17.8,0.0,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
35035,2017,2,27,18,106.0,9.0,39.0,700,87.0,13.8,1013.8,-9.5,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0
34392,2017,1,31,23,31.0,4.0,19.0,400,76.0,1.3,1028.6,-21.8,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.0
5186,2013,10,3,1,50.0,1.0,66.0,600,1.0,11.6,1014.4,8.1,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.0
18502,2015,4,10,21,71.0,3.0,74.0,800,23.0,15.2,1014.1,1.7,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71.0
25732,2016,2,6,3,17.0,6.0,21.0,500,56.0,-2.1,1027.0,-17.0,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
5429,2013,10,13,4,65.0,21.0,26.0,800,83.0,15.9,1014.6,7.6,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
15894,2014,12,23,5,183.0,20.0,96.0,4200,12.0,-6.0,1016.0,-12.5,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0
24013,2015,11,26,12,23.0,11.0,33.0,600,50.0,-5.1,1028.6,-18.2,0.0,4.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0
17428,2015,2,25,3,268.0,17.0,65.0,2100,6.0,1.6,1011.7,-1.8,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,207.0
9788,2014,4,12,19,136.0,37.0,50.0,1900,142.0,17.8,1011.1,-0.5,0.0,2.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,134.0
1932,2013,5,20,11,168.0,14.0,11.0,300,97.0,26.4,997.4,-1.5,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48.0
22085,2015,9,7,4,26.0,3.0,22.0,600,2.0,16.5,1009.3,15.9,0.0,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0
18568,2015,4,13,15,67.0,4.0,19.0,400,151.0,18.0,1017.5,-1.8,0.0,2.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.0
4414,2013,8,31,21,63.0,1.0,44.0,500,51.0,23.8,1007.9,9.8,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0
24466,2015,12,15,9,10.0,5.0,24.0,300,50.0,0.6,1022.3,-13.9,0.0,4.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
13345,2014,9,8,0,112.0,7.0,56.0,1200,55.0,24.9,1005.6,4.1,0.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,112.0
3371,2013,7,19,10,189.0,5.0,62.0,1500,34.0,27.6,998.3,21.9,0.0,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,204.0
29654,2016,7,18,13,106.0,9.0,26.0,900,148.0,28.6,1003.0,20.9,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106.0
9508,2014,4,1,3,121.0,4.0,61.0,1300,6.0,8.5,1010.3,7.4,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0
9658,2014,4,7,9,163.0,43.0,80.0,900,23.0,17.7,1010.5,2.4,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106.0
19132,2015,5,7,3,127.0,3.0,22.0,300,98.0,13.7,1006.8,-0.7,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.0
3126,2013,7,9,5,76.0,3.0,60.0,1500,10.0,24.8,999.2,24.5,0.2,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,149.0
14951,2014,11,13,22,90.0,6.0,78.0,1000,4.0,6.0,1020.0,-9.9,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57.0
14393,2014,10,21,16,32.0,19.0,40.0,1100,48.0,13.8,1019.0,-3.5,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32.0
3528,2013,7,25,23,123.0,18.0,75.0,1100,45.0,26.8,999.0,19.2,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0
12777,2014,8,15,8,127.0,5.0,93.0,1200,6.0,24.6,1003.8,19.0,0.0,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0
25220,2016,1,15,19,124.0,43.0,107.0,2000,4.0,0.1,1013.6,-15.1,0.0,0.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.0
19495,2015,5,22,6,56.0,3.0,46.0,1000,38.0,15.9,1006.5,8.9,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
5622,2013,10,21,5,76.0,2.0,47.0,900,1.0,6.8,1019.2,4.6,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69.0
23837,2015,11,19,4,80.0,2.0,28.0,1100,2.0,4.2,1020.3,3.6,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80.0
34397,2017,2,1,4,27.0,8.0,16.0,500,76.0,-3.3,1032.3,-21.5,0.0,1.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
10456,2014,5,10,15,77.0,33.0,58.0,1300,105.0,19.7,1010.5,6.8,0.0,2.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0
17736,2015,3,9,23,11.0,2.0,27.0,300,63.0,0.0,1033.2,-30.5,0.0,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
27595,2016,4,23,18,61.0,7.0,21.0,400,103.0,19.9,1008.3,-9.4,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.0
13378,2014,9,9,9,65.0,2.0,60.0,600,31.0,23.4,1007.3,11.8,0.0,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
26095,2016,2,21,6,79.0,3.0,69.0,2100,2.0,-7.0,1023.7,-13.5,0.0,0.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79.0
20186,2015,6,20,1,50.0,2.0,45.0,1300,3.0,17.5,1008.2,15.8,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39.0
19675,2015,5,29,18,50.0,2.0,21.0,400,172.0,28.1,999.6,13.2,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.0
3710,2013,8,2,13,94.0,11.0,39.0,1200,158.0,30.7,1001.9,22.8,0.0,1.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0
4638,2013,9,10,5,98.0,2.0,32.0,800,2.0,18.5,1007.8,18.0,0.0,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.0
2963,2013,7,2,10,16.0,8.0,40.0,400,77.0,31.3,992.5,16.1,0.0,3.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0
22573,2015,9,27,12,68.0,7.0,49.0,700,123.0,26.2,1010.6,10.4,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.0
5218,2013,10,4,9,117.0,53.0,75.0,3100,8.0,17.0,1011.2,12.7,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97.0
11543,2014,6,24,22,83.0,7.0,41.0,1000,109.0,27.9,999.3,15.9,0.0,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70.0
4842,2013,9,18,17,94.0,17.0,42.0,1000,102.0,23.7,1012.8,20.8,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0
28368,2016,5,25,23,76.0,2.0,45.0,500,37.0,20.2,1003.2,7.5,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.0
13457,2014,9,12,16,101.0,7.0,65.0,800,78.0,23.6,1009.9,14.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65.0
6721,2013,12,6,0,103.0,49.0,68.0,1600,2.0,5.3,1017.4,-9.7,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.0
15811,2014,12,19,18,61.0,4.0,28.0,300,52.0,1.0,1020.0,-19.5,0.0,3.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
4716,2013,9,13,11,115.0,2.0,47.0,1200,11.0,19.5,1001.9,19.2,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0
7268,2013,12,28,19,43.0,31.0,77.0,800,18.0,0.8,1020.7,-21.6,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30.0
25545,2016,1,29,8,80.0,12.0,54.0,1800,3.0,-6.1,1032.7,-16.1,0.0,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48.0
23634,2015,11,10,17,114.0,2.0,56.0,1400,4.0,5.4,1024.4,4.2,0.0,0.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114.0
962,2013,4,10,1,23.0,3.0,31.0,400,60.1902,5.3,1018.2,-10.9,0.0,2.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
25427,2016,1,24,10,38.0,8.0,34.0,600,41.0,-11.0,1037.0,-29.1,0.0,3.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0
2592,2013,6,16,23,128.0,16.0,43.0,2500,59.0,22.1,999.5,19.8,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,198.0
24912,2016,1,2,23,482.0,5.0,160.0,6200,5.0,-3.0,1017.2,-4.0,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.0
33123,2016,12,10,2,88.0,2.0,64.0,1800,2.0,-4.3,1026.0,-9.3,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0
8996,2014,3,10,19,137.0,56.0,88.0,2000,30.0,4.7,1015.8,-4.1,0.0,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0
10372,2014,5,7,3,160.0,61.0,82.0,100,24.0,12.1,998.5,10.0,0.0,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136.0
373,2013,3,16,12,200.0,93.0,69.0,2299,77.0,14.0,1020.3,-2.5,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,187.0
20820,2015,7,16,11,40.0,3.0,51.0,1000,87.0,22.6,1004.2,19.6,0.0,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.0
26708,2016,3,17,19,270.0,21.0,60.0,2000,100.0,13.1,1005.1,2.6,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,270.0
15484,2014,12,6,3,116.0,24.0,86.0,2400,7.0,-8.0,1024.0,-17.6,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0
6439,2013,11,24,6,57.0,30.0,48.0,900,3.0,6.5,1013.4,-5.8,0.0,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0
28572,2016,6,3,11,144.0,31.0,95.0,1500,103.0,26.9,1002.6,11.0,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98.0
24824,2015,12,30,7,20.0,5.0,54.0,900,10.0,-4.4,1024.9,-7.0,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0
28254,2016,5,21,5,89.0,17.0,39.0,800,74.0,15.6,1014.8,10.8,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89.0
16159,2015,1,3,6,194.0,32.0,85.0,4200,14.0,-6.0,1014.0,-16.0,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,170.0
1590,2013,5,6,5,250.0,5.0,65.0,2100,2.0,15.5,1011.4,14.7,0.0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.0
3316,2013,7,17,3,98.0,3.0,76.0,800,2.0,21.0,1001.8,19.6,0.0,0.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37.0
5397,2013,10,11,20,153.0,5.0,109.0,1900,1.0,13.2,1011.8,9.6,0.0,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0
12852,2014,8,18,11,83.0,8.0,47.0,900,109.0,28.6,1008.1,19.0,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.0
25784,2016,2,8,7,807.0,94.0,81.0,3200,3.0,-3.9,1008.2,-13.8,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,712.0
