No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Wanliu,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
28809,2016,6,13,8,39.0,2.0,51.0,600,69.0,19.3,998.5,17.8,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0
9794,2014,4,13,1,172.0,22.0,118.0,1200,17.0,10.7,1011.1,6.1,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112.0
22056,2015,9,5,23,30.0,2.0,31.0,700,21.0,17.3,1006.8,16.7,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
3602,2013,7,29,1,94.0,10.5672,97.1069,700,2.0,26.5,994.5,22.8,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46.0
19182,2015,5,9,5,45.0,11.0,25.0,1000,52.0,13.1,1011.2,4.0,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
35009,2017,2,26,16,42.0,8.0,37.0,600,78.0,13.2,1016.8,-8.1,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28.0
13091,2014,8,28,10,121.0,7.0,60.0,600,74.0,24.5,1009.6,19.1,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66.0
30285,2016,8,13,20,15.0,2.0,33.0,400,36.0,25.6,1000.3,16.7,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.0
27774,2016,5,1,5,183.0,6.0,58.0,1400,62.0,16.4,995.2,13.9,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,183.0
20706,2015,7,11,17,149.0,12.0,26.0,800,246.0,33.7,998.3,16.6,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149.0
4075,2013,8,17,18,25.0,3.4272,17.8611,300,97.0,32.1,997.2,12.8,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0
5685,2013,10,23,20,76.0,8.0,50.5038,500,14.0,10.3,1019.9,-7.0,0.0,1.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.0
27313,2016,4,12,0,84.0,11.0,65.0,600,32.0,10.5,1006.5,-0.6,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.0
2693,2013,6,21,4,70.0,13.4232,79.4511,1500,2.0,21.3,1004.4,19.8,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48.0
27816,2016,5,2,23,97.0,2.0,48.0,400,11.0,10.8,1001.8,8.9,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48.0
4721,2013,9,13,16,129.0,9.996,80.8882,1300,1.0,20.3,998.6,19.3,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112.0
24264,2015,12,6,23,152.0,49.0,97.0,3100,3.0,2.1,1025.9,-3.8,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,147.0
3475,2013,7,23,18,67.0,10.5672,46.8084,400,141.0,28.6,992.5,21.4,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35.0
14055,2014,10,7,14,153.0,17.0,107.0,900,63.0,21.5,1012.2,9.4,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0
24190,2015,12,3,21,7.0,2.0,26.0,400,30.0,-1.4,1022.6,-13.9,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0
21216,2015,8,1,23,71.0,2.0,31.0,1200,55.0,23.2,998.8,22.4,4.9,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.0
1189,2013,4,19,12,31.0,15.0,42.0,500,66.0,7.2,1019.3,0.2,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.0
8636,2014,2,23,19,279.0,149.0,177.0,4100,1.0,2.8,1023.7,-2.7,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,210.0
30125,2016,8,7,4,13.0,2.0,12.0,500,65.0,23.9,1000.1,23.0,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.0
14396,2014,10,21,19,40.0,17.0,98.0,1600,2.0,8.2,1018.2,3.2,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0
23984,2015,11,25,7,85.0,11.0,63.0,2200,2.0,-8.1,1024.3,-9.9,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85.0
8741,2014,2,28,4,165.0,29.0,136.0,2800,2.0,-1.3,1022.3,-3.7,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102.0
4189,2013,8,22,12,124.0,6.5688,83.1465,1100,36.0,24.8,1004.1,22.5,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,143.0
21668,2015,8,20,19,74.0,2.0,22.0,600,167.0,29.1,999.4,19.4,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.0
29687,2016,7,19,22,83.0,2.0,53.0,1300,20.0,23.0,1002.5,22.3,0.5,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.0
4000,2013,8,14,15,70.0,45.1248,22.3777,600,133.0,32.1,997.1,26.2,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72.0
9968,2014,4,20,7,127.0,9.0,100.0,1300,2.0,11.5,1013.0,5.4,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0
2458,2013,6,11,9,69.0,17.0,63.0,700,21.0,24.0,1003.4,15.5,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59.0
4834,2013,9,18,9,99.0,17.9928,60.5635,2400,1.0,20.7,1015.7,20.5,0.0,0.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134.0
11045,2014,6,4,4,55.0,8.0,83.0,1200,12.0,20.4,1001.8,16.4,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.0
17292,2015,2,19,11,507.0,103.0,83.0,3100,7.0,4.0,1023.0,-9.8,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,416.0
202,2013,3,9,9,166.0,80.0,76.0,1899,56.0,16.3,995.9,-0.4,0.0,3.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,105.0
4045,2013,8,16,12,144.0,3.1416,57.484,1000,44.0,32.5,991.0,27.3,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,121.0
33639,2016,12,31,14,335.0,44.0,194.0,4900,9.0,3.7,1020.1,-8.4,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,283.0
14734,2014,11,4,21,251.0,16.0,121.0,2200,2.0,5.3,1020.0,4.6,0.0,0.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,168.0
13571,2014,9,17,10,163.0,10.0,81.0,800,2.0,20.0,1015.8,14.6,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0
11334,2014,6,16,5,102.0,4.0,60.0,900,24.0,22.2,997.1,20.5,0.0,1.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102.0
16025,2014,12,28,16,82.0,26.0,31.0,600,43.0,8.6,1025.0,-12.0,0.0,2.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0
16162,2015,1,3,9,188.0,72.0,87.0,3400,2.0,-4.0,1013.0,-16.3,0.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113.0
33855,2017,1,9,14,23.0,8.0,37.0,500,53.0,3.7,1021.6,-14.0,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.0
8892,2014,3,6,11,16.0,24.0,25.0,500,55.0,6.2,1025.2,-20.3,0.0,2.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0
7308,2013,12,30,11,103.0,17.0,34.0,600,45.6246,6.9,1010.3,-15.8,0.0,4.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.0
34722,2017,2,14,17,218.0,39.0,129.0,300,7.0,4.0,1024.3,-4.2,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,218.0
808,2013,4,3,15,396.0,91.0,101.0,3700,137.0,16.9,1006.5,0.9,0.0,4.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,232.0
12855,2014,8,18,14,74.0,17.0,32.0,700,205.0,30.9,1004.3,20.8,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74.0
21737,2015,8,23,16,41.0,2.0,15.0,400,88.0,20.5,1004.5,19.0,4.8,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.0
8244,2014,2,7,11,68.0,33.0,76.0,1400,9.0,-2.4,1021.2,-4.7,0.4,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.0
15523,2014,12,7,18,31.0,15.0,23.0,400,37.0,2.9,1017.0,-14.8,0.0,2.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
4803,2013,9,17,2,106.0,13.1376,86.4313,1100,1.0,19.9,1006.8,17.3,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.0
25009,2016,1,7,0,31.0,9.0,31.0,800,30.0,-3.9,1029.1,-18.6,0.0,3.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.0
31035,2016,9,14,2,95.0,2.0,80.0,1200,15.0,19.5,1011.7,18.3,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,94.0
17247,2015,2,17,14,37.0,12.0,34.0,300,61.0,10.0,1014.0,-12.0,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0
28230,2016,5,20,5,98.0,6.0,107.0,1100,17.0,17.0,1009.4,10.6,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98.0
17793,2015,3,12,8,144.0,49.0,103.0,3100,2.0,1.5,1012.3,-12.7,0.0,1.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0
29626,2016,7,17,9,88.0,4.0,59.0,1000,27.0,25.5,1002.2,19.2,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66.0
22006,2015,9,3,21,34.0,2.0,26.0,500,83.0,26.6,1007.9,17.7,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0
26816,2016,3,22,7,197.0,19.0,124.0,1300,2.0,11.1,1016.2,-0.1,0.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143.0
9053,2014,3,13,4,37.0,12.0,71.0,700,20.0,0.1,1019.2,-14.7,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
22073,2015,9,6,16,31.0,3.0,2.0,600,123.0,28.6,1006.5,12.1,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
25312,2016,1,19,15,70.0,23.0,45.0,1700,38.0,-1.1,1023.9,-23.1,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.0
32622,2016,11,19,5,221.0,8.0,93.0,3400,2.0,5.9,1008.9,3.4,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,197.0
3613,2013,7,29,12,174.0,15.4224,104.9083,1200,3.0,29.8,995.6,25.8,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84.0
1534,2013,5,3,21,111.0,21.0,55.0,800,109.0,18.2,1010.8,8.5,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76.0
16254,2015,1,7,5,40.0,38.0,74.0,2000,2.0,-7.0,1023.0,-14.1,0.0,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.0
28282,2016,5,22,9,64.0,13.0,90.0,800,52.0,23.5,1013.7,7.6,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
21045,2015,7,25,20,209.0,6.0,26.0,1100,203.0,30.2,993.9,23.4,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,122.0
29607,2016,7,16,14,40.0,2.0,36.0,600,59.0,24.2,997.9,17.2,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35.0
9541,2014,4,2,12,13.0,15.0,61.0,500,95.0,23.3,1008.9,1.0,0.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66.0
31826,2016,10,17,1,147.0,3.0,66.0,1500,2.0,12.6,1013.5,11.8,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130.0
15618,2014,12,11,17,76.0,21.0,64.0,900,22.0,1.3,1027.0,-14.8,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.0
15931,2014,12,24,18,25.0,13.0,37.0,500,30.0,3.0,1022.0,-13.8,0.0,1.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0
11102,2014,6,6,13,20.0,9.0,32.0,600,33.0,18.7,999.5,18.4,5.4,2.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.0
24972,2016,1,5,11,15.0,9.0,29.0,900,35.0,-1.2,1025.8,-21.4,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.0
30168,2016,8,8,23,56.0,4.0,48.0,1300,116.0,25.6,1004.0,19.5,0.0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38.0
1478,2013,5,1,13,72.0,17.0,38.0,500,95.0,23.7,1007.3,1.9,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42.0
25897,2016,2,13,0,27.0,8.0,20.0,100,37.0,3.3,1014.4,0.7,0.9,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.0
5296,2013,10,7,15,55.0,82.0,66.1066,900,45.0,24.9,1016.2,7.1,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
2259,2013,6,3,2,158.0,19.0,85.0,2000,2.0,18.8,997.4,17.6,0.0,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,210.0
3079,2013,7,7,6,46.0,1.1424,40.8547,400,28.0,22.3,995.9,21.8,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57.0
26367,2016,3,3,14,315.0,74.0,188.0,2900,43.0,13.6,1005.2,0.6,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.0
16800,2015,1,29,23,14.0,9.0,43.0,500,21.0,-2.0,1025.0,-19.9,0.0,2.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
24833,2015,12,30,16,59.0,3.0,18.0,500,58.0,6.0,1024.9,-12.1,0.0,3.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
33321,2016,12,18,8,199.0,16.0,104.0,5600,4.0,-5.7,1019.0,-7.1,0.0,0.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180.0
28525,2016,6,1,12,63.0,7.0,40.0,700,102.0,27.9,1007.2,9.7,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0
5168,2013,10,2,7,7.0,15.0,27.0996,300,33.0,16.5,1018.8,4.8,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
27654,2016,4,26,5,94.0,29.0,60.0,1900,48.0,13.9,1011.5,3.4,0.0,0.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
366,2013,3,16,5,327.0,59.0,126.0,3000,38.0,5.3,1018.7,0.3,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,267.0
10736,2014,5,22,7,335.1,15.3,123.1,1800,2.0,22.5,1001.9,17.4,0.0,1.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,197.2
19095,2015,5,5,14,167.0,9.0,57.0,700,145.0,26.2,997.7,4.6,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.0
33593,2016,12,29,16,86.0,19.0,61.0,1100,32.0,1.5,1027.0,-15.5,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63.0
23592,2015,11,8,23,88.0,2.0,57.0,1400,2.0,2.7,1020.5,2.1,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88.0
23687,2015,11,12,22,190.0,12.0,66.0,2900,2.0,7.1,1021.8,5.7,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,190.0
26937,2016,3,27,8,101.0,6.0,75.0,700,6.0,10.5,1015.6,-9.3,0.0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.0
13932,2014,10,2,11,71.0,15.0,65.0,1000,2.0,19.5,1006.8,12.3,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71.0
25393,2016,1,23,0,22.0,7.0,29.0,1200,38.0,-12.3,1038.8,-27.1,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
21495,2015,8,13,14,143.0,6.0,29.0,1200,335.0,34.3,996.7,22.7,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120.0
27502,2016,4,19,21,81.0,22.0,74.0,1000,37.0,14.0,1010.7,3.7,0.0,1.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
17963,2015,3,19,10,196.0,22.0,132.0,1800,2.0,13.0,1013.3,-9.5,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
21794,2015,8,26,1,22.0,2.0,22.0,500,36.0,21.8,1004.7,18.8,0.0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.0
27740,2016,4,29,19,182.0,9.0,82.0,1600,143.0,20.4,996.7,12.4,0.0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0
31872,2016,10,18,23,213.0,3.0,74.0,1500,10.0,16.9,1012.3,14.4,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,213.0
2037,2013,5,24,20,41.0,9.0,61.0,600,58.0,21.9,1007.5,13.0,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.0
2012,2013,5,23,19,168.0,32.0,74.0,1300,194.0,25.0,1002.4,14.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133.0
20499,2015,7,3,2,88.0,8.0,67.0,800,11.0,19.9,1001.5,14.5,0.0,0.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0
16159,2015,1,3,6,197.0,67.0,91.0,3700,2.0,-4.0,1012.0,-16.6,0.0,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0
33168,2016,12,11,23,225.0,50.0,124.0,3800,4.0,1.1,1017.5,-6.3,0.0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,199.0
31466,2016,10,2,1,222.0,2.0,104.0,1700,4.0,16.9,1010.0,14.4,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,222.0
15876,2014,12,22,11,119.0,47.0,108.0,3500,2.0,6.6,1015.0,-11.6,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0
13625,2014,9,19,16,93.0,15.0,48.0,600,100.0,23.8,1002.8,14.5,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78.0
28103,2016,5,14,22,54.0,2.0,41.0,700,31.0,13.2,1009.7,11.4,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54.0
21135,2015,7,29,14,99.0,2.0,26.0,1000,265.0,32.8,995.7,23.2,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0
33458,2016,12,24,1,81.0,29.0,82.0,1500,4.0,-2.4,1025.2,-9.8,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.0
15023,2014,11,16,22,13.0,6.0,26.0,300,28.0,7.5,1022.0,-6.6,0.0,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.0
19224,2015,5,10,23,29.0,2.0,26.0,1200,41.0,9.1,1008.7,8.2,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.0
16641,2015,1,23,8,235.0,47.0,119.0,5000,2.0,-7.0,1016.0,-10.7,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,182.0
8906,2014,3,7,1,110.0,40.0,89.0,1300,2.0,-1.1,1023.4,-14.3,0.0,0.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71.0
20026,2015,6,13,9,14.0,4.0,15.0,700,64.0,22.2,999.6,16.0,0.0,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0
30991,2016,9,12,6,43.0,2.0,52.0,800,2.0,16.9,1012.1,16.3,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.0
21399,2015,8,9,14,80.0,3.0,27.0,800,244.0,32.7,1004.7,21.2,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80.0
16734,2015,1,27,5,8.0,20.0,34.0,500,22.0,-7.0,1033.0,-22.1,0.0,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
18794,2015,4,23,1,134.0,17.0,43.0,600,86.0,15.9,1007.1,6.9,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0
28336,2016,5,24,15,11.0,2.0,22.0,300,135.0,28.8,994.5,5.6,0.0,2.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.0
26447,2016,3,6,22,234.0,48.0,2.0,2300,2.0,3.0,1011.1,-7.0,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,122.0
9277,2014,3,22,12,52.0,25.0,21.0,500,71.0,22.5,1010.7,-10.7,0.0,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0
3089,2013,7,7,16,146.0,13.9944,31.4109,900,200.0,31.2,992.6,24.8,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123.0
30623,2016,8,27,22,41.0,2.0,65.0,600,6.0,18.9,1006.6,12.9,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0
23590,2015,11,8,21,81.0,2.0,60.0,1100,2.0,2.3,1020.2,1.3,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.0
29578,2016,7,15,9,39.0,2.0,54.0,700,30.0,21.0,999.3,20.0,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31.0
4547,2013,9,6,10,29.0,20.2776,56.6628,1200,26.0,22.2,1011.5,16.5,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64.0
16426,2015,1,14,9,194.0,63.0,109.0,3200,2.0,-0.9,1025.6,-7.9,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,169.0
1180,2013,4,19,3,126.0,30.0,59.0,900,32.0,7.3,1019.1,-6.1,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45.0
18102,2015,3,25,5,119.0,15.0,116.0,1600,2.0,4.0,1024.7,0.5,0.0,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112.0
24402,2015,12,12,17,166.0,24.0,122.0,2500,3.0,2.3,1019.0,-5.8,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,133.0
23438,2015,11,2,13,50.0,11.0,76.0,800,38.0,19.4,1014.8,-2.3,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49.0
31798,2016,10,15,21,186.0,3.0,84.0,2000,2.0,14.6,1016.4,13.6,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,183.0
22991,2015,10,14,22,160.0,6.0,129.0,2300,2.0,11.7,1012.2,10.8,0.0,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0
10758,2014,5,23,5,201.0,20.0,71.0,800,47.0,19.8,1004.8,16.4,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86.0
15183,2014,11,23,14,133.0,41.0,93.0,1800,2.0,10.5,1018.2,2.1,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108.0
24427,2015,12,13,18,237.0,56.0,132.0,4200,3.0,1.5,1020.3,-4.2,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,231.0
26231,2016,2,26,22,112.0,38.0,105.0,1700,7.0,2.8,1017.7,-8.6,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85.0
31494,2016,10,3,5,181.0,2.0,78.0,1300,2.0,16.5,1003.7,15.2,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.0
15996,2014,12,27,11,250.0,99.0,117.0,4800,2.0,1.0,1030.0,-8.5,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,178.0
15399,2014,12,2,14,75.0,37.0,59.0,1200,14.0,0.7,1015.0,-19.2,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63.0
11505,2014,6,23,8,44.0,3.0,43.0,400,30.0,25.2,1003.9,17.4,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0
19901,2015,6,8,4,17.0,2.0,56.0,600,9.0,12.7,1001.0,11.1,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0
8614,2014,2,22,21,343.0,126.0,200.0,4200,1.0,4.1,1025.2,-1.3,0.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,266.0
24741,2015,12,26,20,93.0,9.0,68.0,900,2.0,-4.0,1027.9,-5.4,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,93.0
16020,2014,12,28,11,80.0,47.0,64.0,1500,9.0,6.6,1025.0,-10.7,0.0,2.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0
